Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2020,2021,2022,,"% Change 4th week of February 2022, compared to:",,
Sinhala Name,,Common Name,February 4th week average,February 4th week average,February 3rd week average,February 4th week average,Last week ,Last Year,2020.0
1,තෝරා,Seer,1678.33,1440,2300,2395,0.041304347826086954,0.6631944444444444,0.42701375772345135
2,පරව් (ලොකු),Trevally (L),1220,1060,1573.33,1597.5,0.01536232068288285,0.5070754716981132,0.3094262295081967
3,ගල්මාළු (ලොකු),Rock Fish (L),764,1040,1280,1380,0.078125,,0.806282722513089
4,තලපත්,Sail fish,1138,1226.67,1755,1811.67,0.032290598290598334,0.4769008779867446,0.5919771528998243
5,බලයා,Skipjack tuna,650,605,950,980,0.031578947368421054,0.6198347107438017,0.5076923076923077
6,කෙළවල්ලා,Yellowfin tuna,913,920,1525,1586.67,0.04043934426229513,0.7246413043478261,0.7378641840087624
7,සාලයා (මට්ට),Sardinella,353,200,366.66,341.17,-0.06951944580810562,0.7058500000000001,-0.03351274787535406
8,මෝරා,Shark,750,,,1290,,,
9,හුරුල්ලා,Herrings,613,520,730,745,0.02054794520547945,0.4326923076923077,0.21533442088091354
10,කුම්බලා,Indian mackerel,665,500,795,786,-0.011320754716981131,0.572,0.18195488721804512
11,කාරල්ලා,Pony fish,220,150,250,300,,,0.36363636363636365
12,කටුවල්ලා,Katuwalla,440,400,,540,,,
13,හාල්මැස්සා,Anchovies,520,375,600,620,0.03333333333333333,0.6533333333333333,0.19230769230769232
14,ඉස්සා (M),Prawns (M),1134.44,1133.33,1297.5,1328,0.023506743737957612,0.17176815225927142,0.17062162829237326
15, කොප්පරා,Marlins,895,980,1890,2065,0.09259259259259259,1.1071428571428572,1.3072625698324023
16,අලගොඩුවා,Frigate tuna,540,420,630,627.5,-0.003968253968253968,0.49404761904761907,0.16203703703703703
17,ඇටවල්ලා,Kawakawa,520,420,706.66,730,0.03302861347748568,0.7380952380952381,0.40384615384615385
18,ඇටිස්සා,Red Bream,640,,1160,1106.67,-0.04597413793103442,,0.7291718750000001
19,බෝල්ලා,Big eye scade,592,443.33,706.66,665,-0.0589533863527014,0.5000112782802879,0.12331081081081081
20,ගින්නටි පරව්,Ginnati paraw,­,720,1060,1100,0.03773584905660377,,
21,හබරලි,Needle fish,­,550,790,856.66,0.084379746835443,0.5575636363636363,
22,හැඩැල්ලා,Indian Anchovy,880,,1460,1333.33,-0.08676027397260279,,0.5151477272727272
23,ජීලාවා,Barracuda,793,720,1580,1560,-0.012658227848101266,1.1666666666666667,0.9672131147540983
24,ලින්නා,Indian Scade,468,373.33,665,641.66,-0.0350977443609023,0.7187474888168645,0.371068376068376
25,ලේන පරව්,Rainbow runner,­,450,740,793.33,0.07206756756756762,0.7629555555555556,
26,සුද්දා,Threadfin bream,560,520,850,850,0,0.6346153846153846,0.5178571428571429
27,සූඩයා,White Sardinella,230,140,220,195,-0.11363636363636363,0.39285714285714285,-0.15217391304347827
28,දැල්ලා,Cuttle fish,913,833.33,1313.33,1346.67,0.02538585123312507,0.6160104640418562,0.4749945235487405
29,කකුළුවා,Sea Crabs(L),1600,,,2440,,,
30,තිලාපියා,Thilapia (M),­,450,620,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
