Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Variety,,,2022,2023,2023,Compared to Average of 4th week of  December,,,,,,
Sinhala Name,,Common Name,Average of 4th  week of  December,Average of 3rd  week of  December,Average of 4th  week of  December,Last week ,Last Year,,,,,
1,තෝරා,Seer,3890,3993,4330,0.0843976959679439,0.11311053984575835,,,,,
2,පරව් (ලොකු),Trevally (L),2510,2530,2537,0.002766798418972332,0.010756972111553785,, ,,, 
3,ගල්මාළු (ලොකු),Rock Fish (L),2410,2210,2227,0.007692307692307693,-0.07593360995850622,,,,,
4,තලපත්,Sail fish,2882.5,2635,2640,0.0018975332068311196,-0.08412836079791847,,,,,
5,බලයා,Skipjack tuna,1475,1252,1420,0.134185303514377,-0.03728813559322034,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2668,2090,2330,0.11483253588516747,-0.12668665667166418,,,,,
7,සාලයා (මට්ට),Sardinella,670,590,593,0.005084745762711864,-0.11492537313432835,,,,,
8,මෝරා,Shark,1940,1753,1660,-0.05305191100969766,-0.14432989690721648,,,,,
9,හුරුල්ලා,Herrings,988.33,940,1028,0.09361702127659574,0.04013841530662831,,,,,
10,කුම්බලා,Indian mackerel,1120,1073,1103,0.027958993476234855, ,,,,,
11,කාරල්ලා,Pony fish,,,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,,,,,,,
13,හාල්මැස්සා,Anchovies,720,820,760,-0.07317073170731707,0.05555555555555555,,,,,
14,ඉස්සා (M),Prawns (M),1895,1722,1976,0.14750290360046459,0.042744063324538256,,,,,
15, කොප්පරා,Marlins,3610,3058,3165,0.03499018966644866,-0.12326869806094183,,,,,
16,අලගොඩුවා,Frigate tuna,1100,1140,1123,-0.014912280701754385,0.02090909090909091,,,,,
17,ඇටවල්ලා,Kawakawa,1183.33,1207,1193,-0.0115990057995029,0.008171854005222612,,,,,
18,ඇටිස්සා,Red Bream(L),,1960,1860,-0.05102040816326531,,,,,,
19,බෝල්ලා,Big eye scade,1060,1000,1090,0.09,0.02830188679245283,,,,,
20,ගින්නටි පරව්,Ginnati paraw,,1180,1240,0.05084745762711865,,,,,,
21,හබරලි,Needle fish,980,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1820,1720,1798,0.04534883720930233,-0.012087912087912088,,,,,
23,ජීලාවා,Barracuda,2280,2302.5,2360,0.0249728555917481,0.03508771929824561,,,,,
24,ලින්නා,Indian Scade,1132.5,942,1017,0.07961783439490445,-0.10198675496688742,,,,,
25,ලේන පරව්,Rainbow runner,1200,1120,1130,0.008928571428571428,-0.058333333333333334,,,,,
26,සුද්දා,Threadfin bream,1325,1290,1340,0.03875968992248062,0.011320754716981131,,,,,
27,සූඩයා,White Sardinella,433.33,410,420,0.024390243902439025,-0.030761775090577585,,,,,
28,දැල්ලා,Cuttle fish,2250,2065,2108,0.020823244552058112,-0.06311111111111112,,,,,
29,කකුළුවා,Sea Crabs(L),2630,2880,2108,-0.26805555555555555,-0.19847908745247148,,,,,
30,තිලාපියා,Thilapia (M),,,890,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,
,,,,,,, ,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,, ,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
