Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 2nd  week of December 2021, compared to:",,
Sinhala Name,,Common Name,December 2nd  week average,December 2nd  week average,December 1st  week average,December 2nd  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1660,1480,2438,2316.67,-0.04976620180475797,0.5653175675675676,0.39558433734939763
2,පරව් (ලොකු),Trevally (L),1116,1253.3333333333333,1595,1570,-0.01567398119122257,0.2526595744680852,0.4068100358422939
3,ගල්මාළු (ලොකු),Rock Fish (L),755.33,1073,1243.33,1265,0.01742900115013719,0.17893755824790308,0.6747646723948472
4,තලපත්,Sail fish,1148,1192,2006.67,2060,0.026576367813342466,0.7281879194630873,0.794425087108014
5,බලයා,Skipjack tuna,746.67,605,970,856,-0.11752577319587629,0.41487603305785126,0.14642345346672567
6,කෙළවල්ලා,Yellowfin tuna,953.33,1018,1568.33,1477.5,-0.05791510715219369,0.45137524557956776,0.549830593813265
7,සාලයා (මට්ට),Sardinella,321.67,250,340,320,-0.058823529411764705,0.28,-0.005191656045015126
8,මෝරා,Shark,973.33,,,1140,,,0.1712368877975609
9,හුරුල්ලා,Herrings,560,440,576,588,0.020833333333333332,0.33636363636363636,0.05
10,කුම්බලා,Indian mackerel,575.75,,580,616.67,0.06322413793103442,,0.07107251411202772
11,කාරල්ලා,Pony fish,160, ,,260,,,0.625
12,කටුවල්ලා,Katuwalla,250,300,,,,,
13,හාල්මැස්සා,Anchovies,,290,,520,,0.7931034482758621,
14,ඉස්සා (M),Prawns (M),1242.5,1087,1300,1245,-0.04230769230769231,0.1453541858325667,0.002012072434607646
15, කොප්පරා,Marlins,895,980,2120,2140,0.009433962264150943,1.183673469387755,1.3910614525139664
16,අලගොඩුවා,Frigate tuna,550,,,590,,,0.07272727272727272
17,ඇටවල්ලා,Kawakawa,570,480,660,645,-0.022727272727272728,0.34375,0.13157894736842105
18,ඇටිස්සා,Red Bream,780,,,,,,
19,බෝල්ලා,Big eye scade,496.67,480,620,650,0.04838709677419355,0.3541666666666667,0.3087160488855779
20,ගින්නටි පරව්,Ginnati paraw,700,,980,780,-0.20408163265306123,,0.11428571428571428
21,හබරලි,Needle fish,640,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1400,,1280,1300,0.015625,,-0.07142857142857142
23,ජීලාවා,Barracuda,925,800,1220,1070,-0.12295081967213115,0.3375,0.15675675675675677
24,ලින්නා,Indian Scade,450,392,607.5,570,-0.06172839506172839,0.45408163265306123,0.26666666666666666
25,ලේන පරව්,Rainbow runner,565,,680,640,-0.058823529411764705,,0.13274336283185842
26,සුද්දා,Threadfin bream,800,600,700,700,0,0.16666666666666666,-0.125
27,සූඩයා,White Sardinella,180,150,,220,,0.4666666666666667,0.2222222222222222
28,දැල්ලා,Cuttle fish,1060,960,1320,1220,-0.07575757575757576,0.2708333333333333,0.1509433962264151
29,කකුළුවා,Sea Crabs(L),1500,,1796.67,2100,0.16882900031725354,,0.4
30,තිලාපියා,Thilapia (M),545,,700,625,-0.10714285714285714,,0.14678899082568808
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
