Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2019,2019/2020,,"% Change 1st week January 2020, compared to:",
Sinhala Name,,Common Name,1st Week January , 4thWeek December,1st Week January ,Last week ,Last Year
1,තෝරා,Seer,1800,1660,1630,-0.018072289156626505,-0.09444444444444444
2,පරව් (ලොකු),Trevally (L),1024,1073.33,1010,-0.05900328883008947,-0.013671875
3,ගල්මාළු (ලොකු),Rock Fish (L),980,777.5,1000,0.2861736334405145,0.02040816326530612
4,තලපත්,Sail fish,1105,1230,1224,-0.004878048780487805,0.1076923076923077
5,බලයා,Skipjack tuna,640,520,573.33,0.10255769230769239,-0.10417187499999994
6,කෙළවල්ලා,Yellowfin tuna,963.33,964,960.5,-0.0036307053941908715,-0.0029377264281191706
7,සාලයා (මට්ට),Sardinella,260,280,350,0.25,0.34615384615384615
8,මෝරා,Shark,890,900,900,0,0.011235955056179775
9,හුරුල්ලා,Herrings,356,640,620,-0.03125,0.7415730337078652
10,කුම්බලා,Indian mackerel,553.33,560,520,-0.07142857142857142,-0.060235302622305024
11,කාරල්ලා,Pony fish,240,160,180,0.125,-0.25
12,කටුවල්ලා,Katuwalla,­,300,400,0.3333333333333333,­
13,හාල්මැස්සා,Anchovies,360,560,560,0,0.5555555555555556
14,ඉස්සා (M),Prawns (M),983.89,1220.56,1211.67,-0.007283541980730053,0.23150961997784314
15, කොප්පරා,Marlins,890,895,895,0,0.0056179775280898875
16,අලගොඩුවා,Frigate tuna,400,480,480,0,0.2
17,ඇටවල්ලා,Kawakawa,300,540,520,-0.037037037037037035,0.7333333333333333
18,ඇටිස්සා,Red Bream,720,840,620,-0.2619047619047619,-0.1388888888888889
19,බෝල්ලා,Big eye scade,446.67,476,468,-0.01680672268907563,0.047753374974813585
20,ගින්නටි පරව්,Ginnati paraw,800,960,680,-0.2916666666666667,-0.15
21,හබරලි,Needle fish,480,620,600,-0.03225806451612903,0.25
22,හැඩැල්ලා,Indian Anchovy,897.5,1300,1300,0,0.44846796657381616
23,ජීලාවා,Barracuda,728,880,840,-0.045454545454545456,0.15384615384615385
24,ලින්නා,Indian Scade,372,438,416,-0.0502283105022831,0.11827956989247312
25,ලේන පරව්,Rainbow runner,470,760,560,-0.2631578947368421,0.19148936170212766
26,සුද්දා,Threadfin bream,760,706.67,730,0.03301399521700375,-0.039473684210526314
27,සූඩයා,White Sardinella,­,217,200,-0.07834101382488479,­
28,දැල්ලා,Cuttle fish,820,960,906.67,-0.05555208333333338,0.10569512195121947
29,කකුළුවා,Sea Crabs,800,1300,1100,-0.15384615384615385,0.375
30,තිලාපියා,Thilapia (M),450,465,465,0,0.03333333333333333
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
