Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2024,2025,,% Change   compared to:2nd week of Dec. 2025,, , ,, , ,,,,
Sinhala Name,,Common Name,2nd week of Dec.,1st week of Dec.,2nd week of Dec.,Last week ,Last Year,, ,, , ,,,,
1,තෝරා,Seer (Ni-L),1783.3333333333333,1775,2516.6666666666665,0.4178403755868544,0.411214953271028,, , , ,, , , ,
2,පරව් (ලොකු),Trevally (L),1080,1337.5,1492.857142857143,0.11615487316421898,0.3822751322751323,  , , ,  , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),980,1300,1470,0.13076923076923078,0.5, , , , , , ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),733.3333333333334,637.5,1110,0.7411764705882353,0.5136363636363636,, , , , , ,, ,
5,තලපත්,Sail fish,1708.3333333333333,2125,2014.2857142857142,-0.052100840336134484,0.17909407665505228,, , , , ,,,,
6,බලයා,Skipjack tuna,590,845,845.8333333333334,0.0009861932938856465,0.43361581920903963, , , , , , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1070,1337.5,1592.857142857143,0.1909212283044059,0.4886515353805074, , , , , ,,,,
8,සාලයා (මට්ට),Sardinella,380,485,510,0.05154639175257732,0.34210526315789475,,, , , ,,,,
9,මෝරා,Sharks,1000,1208.33,1287.5,0.06552018074532626,0.2875,,, , , , ,,,
10,හුරුල්ලා,Herrings,966.68,,807.14,,-0.16503910290892537,, ,, ,,, ,,
11,කුම්බලා,Indian Mackerel,720,1100,1050,-0.045454545454545456,0.4583333333333333,,,,,,,,,
12,කාරල්ලා,Pony fish,250,250,283.3333333333333,0.13333333333333325,0.13333333333333325,, , , ,, , ,,
13,කටුවල්ලා,Katuwalla,483.33,462.5,531.25,0.14864864864864866,0.09914551134835416,, , , ,, ,,, 
14,හාල්මැස්සා,Anchovy,333.33,,387.5,,,,, , , , ,,,
15,ඉස්සා (M),"Prawns (M) 3""",1800,1987.5,1535.7142857142858,-0.2273135669362084,-0.14682539682539678,, , , ,,,,,
16, කොප්පරා,Marlins,2066.6666666666665,2333.33,2428.5714285714284,0.040817813413202814,0.1751152073732719,, , , ,, ,,,
17,අලගොඩුවා,Frigate tuna(L),,1000,810,-0.19, ,,, ,,,,,,
18,ඇටවල්ලා,Kawakawa,750,1016.67,1075,0.05737358238169715,0.43333333333333335,,, , , , , ,,
19,ඇටිස්සා,Red Bream(L),1015,1250,1407.142857142857,0.1257142857142857,0.3863476425052779,,,,,,,,,
20,බෝල්ලා,Big eye scade,675,916.67,805,-0.12182137519499925,0.1925925925925926,,, , , ,,,,
21,ගින්නටි පරව්,Ginnati Paraw,833.3333333333334,1000,1050,0.05,0.25999999999999995,, , ,, , ,,,
22,හබරලි,Needle fish,816.6666666666666,1087.5,1064.2857142857142,-0.021346469622331752,0.30320699708454807, , , , , , ,,,
23,හැඩැල්ලා,Indian Anchovies,1680,1450,2225,0.5344827586206896,0.3244047619047619,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1040,1100,1492.857142857143,0.35714285714285715,0.43543956043956045,, , , ,, ,,,
25,ලින්නා,Indian Scad(L),641.6666666666666,745.8333333333334,753.5714285714286,0.010375099760574548,0.17439703153988872,, , ,,,,,,
26,ලින්නා,Indian Scad(S),616.6666666666666,612.5,612.5,0,-0.0067567567567566955,,,, ,,,, ,
27,ලේන පරව්,Rainbow Runner,608.3333333333334,675,685.7142857142857,0.0158730158730158,0.1272015655577298,,, , , , ,,,
28,සුද්දා,Threadfin  Bream,762.5,937.5,1166.6666666666667,0.24444444444444452,0.5300546448087433,,, ,, ,,,, 
29,සූඩයා,White Sardinella,231.25,412.5,342.85714285714283,-0.1688311688311689,0.4826254826254825, ,, ,,, , ,,
30,දැල්ලා,Squids /Cuttle fish(Peeli),1750,2050,1983.3333333333333,-0.03252032520325207,0.1333333333333333,,,, , , ,,,
31,කකුළුවා(L),Sea Crabs(L),2033.3333333333333,2033.3333333333333,2271.4285714285716,0.1170960187353631,0.1170960187353631,, ,, ,,,,,
32,තිලාපියා,Tilapia (M),,,,,,,,,, ,,, ,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,, ,,,,,
,,,,,,,,,, ,,,,,,
,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,
