Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:2nd week of Dec. 2025,, ,,,, ,,
Sinhala Name,,Common Name,2nd  week of Dec.,1st  week of Dec.,2nd  week of Dec.,Last week ,Last Year,, , ,, ,,
1,තෝරා,Seer,3640,4120,4326.666666666667,0.0501618122977347,0.18864468864468872,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2236,2760,2893.3333333333335,0.04830917874396141,0.29397734048896845, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2086.67,2390,2393.3333333333335,0.0013947001394700774,0.14696302402072844,, ,, ,,,
4,තලපත්,Sail fish,2836,3256,3236,-0.006142506142506142,0.14104372355430184,,, , , , ,
5,බලයා,Skipjack tuna,1065,1800,1875,0.041666666666666664,0.7605633802816901,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,1993.33,2836,2896,0.021156558533145273,0.45284523887163697,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,630,895,946.6666666666666,0.05772811918063311,0.5026455026455026,,, , ,, ,
8,මෝරා,Shark,1960,2260,2160,-0.04424778761061947,0.10204081632653061,,,,,,,
9,හුරුල්ලා,Herrings,1200,,1210,,0.008333333333333333,, ,,,,,
10,කුම්බලා,Indian mackerel,1006.67,1080,1033.3333333333333,-0.043209876543209944,0.02648666726269115,,,, ,,, 
11,කාරල්ලා,Pony fish,,460,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,690,660,660,0,-0.043478260869565216,,,, , ,,
14,ඉස්සා (M),Prawns (M),2280,2293.33,2180,-0.04941722299014967,-0.043859649122807015,, , ,,,,
15, කොප්පරා,Marlins,3480,3890,4040,0.038560411311053984,0.16091954022988506,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1030,1310,1240,-0.05343511450381679,0.20388349514563106,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1013.33,1390,1440,0.03597122302158273,0.4210573061095595,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1780,,1860,,0.0449438202247191,,,,, ,,
19,බෝල්ලා,Big eye scade,945,1050,950,-0.09523809523809523,0.005291005291005291,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1190,1450,1250,-0.13793103448275862,0.05042016806722689,,, ,,, ,
21,හබරලි,Needle fish,1095,1235,1006.6666666666666,-0.18488529014844807,-0.1324200913242009,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2066.67,2320,2530,0.09051724137931035,0.2241915738845582,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2190,2593.33,2980,0.14910173406392557,0.3607305936073059,,,, ,,,
24,ලින්නා,Indian Scade,908,1003.33,1025,0.021598078398931516,0.1288546255506608,,, ,,,,
25,ලේන පරව්,Rainbow runner,920,1165,1108,-0.048927038626609444,0.20434782608695654,,,,,,,
26,සුද්දා,Threadfin bream,1050,1193.33,1370,0.14804789957513856,0.3047619047619048,,,,,,,
27,සූඩයා,White Sardinella,380,540,480,-0.1111111111111111,0.2631578947368421,,,,, ,,
28,දැල්ලා,Cuttle fish,2110,2370,2430,0.02531645569620253,0.15165876777251186,,,,,,,
29,කකුළුවා,Sea Crabs(L),2490,3070,3190,0.03908794788273615,0.28112449799196787,,,,,,,
30,තිලාපියා,Thilapia (M),900,1030,1005,-0.024271844660194174,0.11666666666666667,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
