Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:1st week of Oct. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,1st  week of Oct.,4th  week of Sep.,1st  week of Oct.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),1908.33,2158.33,1785.71,-0.1726427376721817,-0.06425513407010312,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1262.5,1275,978.57,-0.2324941176470588,-0.22489504950495046,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1290,1275,983.3333333333334,-0.2287581699346405,-0.23772609819121443, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1133.33,958.33,830,-0.1339100309914122,-0.26764490483795533,, , , , , ,,,
5,තලපත්,Sail fish,1721.43,2000,1678.5714285714287,-0.16071428571428567,-0.024897074774211787,,,,, ,,,,
6,බලයා,Skipjack tuna,703.57,880,671.4285714285714,-0.23701298701298698,-0.04568334148901829, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1278.57,1310,1050,-0.1984732824427481,-0.17877003214528728, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,307.86,370.83,261.42857142857144,-0.29501774012735904,-0.15081994598658016,,,,,,,,,
9,මෝරා,Sharks,900,1060,1000,-0.05660377358490566,0.1111111111111111,,, ,, , ,,,
10,හුරුල්ලා,Herrings,511.43,891.67,564.2857142857143,-0.36715857404004354,0.10334887332716956,,,,,,,,,
11,කුම්බලා,Indian Mackerel,721.43,733.33,687.5,-0.062495738616993764,-0.04703159003645531,,,,,,,,,
12,කාරල්ලා,Pony fish,,337.5,175,-0.48148148148148145,,,,,,,,,,
13,කටුවල්ලා,Katuwalla,,525,450,-0.14285714285714285,,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,479.17,666.67,350,-0.475002624986875,-0.2695702986414008,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1564.29,1608.33,1535.7142857142858,-0.04514976048803054,-0.01826752986064872,,,,,,,,,
16, කොප්පරා,Marlins,2153.57,2325,2014.2857142857142,-0.13364055299539174,-0.0646759964683228,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),650,650,540,-0.16923076923076924,-0.16923076923076924,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,725,800,628.5714285714286,-0.2142857142857143,-0.13300492610837442,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1460,1340,1000,-0.2537313432835821,-0.3150684931506849,,,,,,,,,
20,බෝල්ලා,Big eye scade,500,637.5,616.6666666666666,-0.03267973856209156,0.23333333333333325,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1110,968.75,666.6666666666666,-0.31182795698924737,-0.39939939939939945,, ,,, ,,,,
22,හබරලි,Needle fish,900,941.67,696.4285714285714,-0.2604324535892919,-0.22619047619047616,,, ,, ,,,,
23,හැඩැල්ලා,Indian Anchovies,1114.29,1160,1135.7142857142858,-0.020935960591132948,0.019226849127503446,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1175,1250,1140,-0.088,-0.029787234042553193,,, ,,,,,,
25,ලින්නා,Indian Scad(L),457.14,692.5,550,-0.20577617328519857,0.2031325195782474,,, ,,,,,,
26,ලින්නා,Indian Scad(S),375,556.25,441.6666666666667,-0.20599250936329586,0.17777777777777784,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,660,641.67,635.7142857142857,-0.009281584437038188,-0.03679653679653687,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,808.33,754.17,642.8571428571429,-0.14759650628221366,-0.2047095334119198,,, ,,,,,, 
29,සූඩයා,White Sardinella,271.43,255,185.71428571428572,-0.27170868347338933,-0.31579307477329066, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1650,1491.67,1442.857142857143,-0.032723629987099816,-0.1255411255411255,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),2125,1870,2040,0.09090909090909091,-0.04,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,400,400,0,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
