Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Variety,,,2019,2020,2021,,"% Change 4th week August 2021, compared to:",,, ,,
Sinhala Name,,Common Name,4th  week Aug.,4th  week Aug.,3rd week Aug.,4th  week Aug.,Last week ,Last Year,2019.0,,,
1,තෝරා,Seer (Nl),1491.67,1021.4285714285714,1166.67,1260,0.07999691429453051,0.23356643356643356,-0.15530915014715055,,,
2,පරව් (ලොකු),Trevally (L),630,559.1666666666666,639.29,665,0.04021649016878105,0.1892697466467959,0.05555555555555555,,,
3,ගල්මාළු (ලොකු),Rock fish (L),425,,662,710,0.07250755287009064,,, ,,
4,ගල්මාළු (පොඩි),Rock fish (S),,,450,550,0.2222222222222222,,,,,
5,තලපත්,Sail fish,754.17,722.1428571428571,1020,1035,0.014705882352941176,0.43323442136498524,0.37236962488563596,,,
6,බලයා,Skipjack tuna,362.86,405.7142857142857,413.33,388.33,-0.06048435874482859,-0.042848591549295836,0.07019236069007322,,,
7,කෙළවල්ලා,Yellowfin tuna,619.17,596,585.26,540,-0.07733315107815328,-0.09395973154362416,-0.12786472212801003,,,
8,සාලයා (මට්ට),Sardinella,270,185,185,225.83,0.22070270270270276,0.22070270270270276,-0.16359259259259254,,,
9,මෝරා,Sharks,600.83,546,616.67,625,0.013508035091702274,0.1446886446886447,0.040227685035700546,,,
10,හුරුල්ලා,Herrings,364.17,381.42857142857144,388.29,360,-0.07285791547554668,-0.056179775280898916,-0.011450696103468204,,,
11,කුම්බලා,Indian Mackerel,530.83,452.5,435.71,400,-0.0819581831952445,-0.11602209944751381,-0.24646308611043088,,,
12,කාරල්ලා,Pony fish,160,,156.25,176,0.1264,,0.1,,,
13,කටුවල්ලා,Katuwalla,­,,350,285,-0.18571428571428572,,,,,
14,හාල්මැස්සා,Anchovy,315,222.5,275,318.33,0.1575636363636363,0.43069662921348306,0.010571428571428522,,,
15,ඉස්සා (M),"Prawns (M) 3""",963.33,970,785.71,841.67,0.07122220666658172,-0.13229896907216498,-0.1262910944328528,,,
16, කොප්පරා,Marlins,911,897.1428571428571,1210,1175,-0.028925619834710745,0.3097133757961784,0.2897914379802415,,,0.0
17,අලගොඩුවා,Frigate tuna(L),375,230,355,307.5,-0.13380281690140844,0.33695652173913043,-0.18,,,
18,ඇටවල්ලා,Atawalla,380,315,406,430,0.059113300492610835,0.36507936507936506,0.13157894736842105,,,
19,ඇටිස්සා,Red Bream(L),680,775,698,708.33,0.014799426934097479,-0.08602580645161285,0.04166176470588241,,,
20,බෝල්ලා,Big eye scade,414.29,416.6666666666667,346,327.5,-0.05346820809248555,-0.21400000000000002,-0.209490936300659,,,
21,ගින්නටි පරව්,Ginnati Paraw,750,620,633.33,650,0.026321191164163954,0.04838709677419355,-0.13333333333333333,,,
22,හබරලි,Needle fish,581,518.3333333333334,567.86,503.33,-0.11363716408974048,-0.02894533762057888,-0.1336833046471601,,,
23,හැඩැල්ලා,Indian Anchovies,583.33,733.3333333333334,837.5,837.5,0,0.14204545454545447,0.435722489842799,,,
24,ජීලාවා,Barracuda(L),700,650,637.5,712.5,0.11764705882352941,0.09615384615384616,0.017857142857142856,,,
25,ලින්නා,Indian Scad(L),277.86,211.42857142857142,382.86,340.83,-0.109779031499765,0.6120337837837838,0.22662491902396878,,,
26,ලින්නා,Indian Scad(S),,,326.25,274.17,-0.15963218390804593,,,,,
27,ලේන පරව්,Rainbow Runner,375.83,283.75,372.5,385.83,0.03578523489932882,0.35975330396475763,0.026607774791794162,,,
28,සුද්දා,Threadfin  Bream,451.67,333.3333333333333,395,445.83,0.12868354430379741,0.33749,-0.012929793876060025,,,
29,සූඩයා,White Sardinella,177,138.75,115,160,0.391304347826087,0.15315315315315314,-0.096045197740113,,,
30,දැල්ලා,Squids /Cuttle fish,925,790,1008.33,910,-0.09751767774438927,0.1518987341772152,-0.016216216216216217,,,
31,කකුළුවා(L),Sea Crabs(L),600,522.1428571428571,725,1150,0.5862068965517241,1.2024623803009578,0.9166666666666666,,,
32,තිලාපියා,Tilapia (M),346.67,380,450,400,-0.1111111111111111,0.05263157894736842,0.15383505927827612,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,
