"","National Indicators -Sri lanka","","",""
"","Indicator","Unit","Year","Value"
"1.  Demographic","","","",""
"","","'000","",""
"1.1 Population","","","2023","22,037"
"","","Persons","",""
"1.2 Population Growth Rate","","%","2023","(0.6)"
"","","Persons","",""
"1.3 Population Density","","","2023","351"
"","","/Sq.km","",""
"","","No.of","",""
"1.4 Average Household Size","","","2023","3.7"
"","","persons","",""
"2.  Labour force","","","",""
"","","'000","",""
"2.1 Labour Force(1)","","","2023","8,408"
"","","Persons","",""
