Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Variety,,,2020,2021,2022,,"% Change 1st week of Mar. 2022, compared to:",,, ,
Sinhala Name,,Common Name,1st  week of Mar.,1st  week of Mar.,4th  week of Feb.,1st  week of Mar.,Last week ,Last Year,2020.0,,
1,තෝරා,Seer (Nl),1142.86,,1500,1400,-0.06666666666666667,,0.22499693750765634,,
2,පරව් (ලොකු),Trevally (L),591,575,833.33,995,0.194004776019104,0.7304347826086957,0.6835871404399323,,
3,ගල්මාළු (ලොකු),Rock fish (L),575,650,873.33,1200,0.3740510459963587,,, ,
4,ගල්මාළු (පොඩි),Rock fish (S),,,675,737.5,0.09259259259259259,,,,
5,තලපත්,Sail fish,665.71,730,1216.67,1191.67,-0.020547888909893397,0.6324246575342467,0.7900737558396299,,
6,බලයා,Skipjack tuna,260.74,393.33,618.33,593.57,-0.04004334255171185,0.5090890600767805,1.2764823195520443,,
7,කෙළවල්ලා,Yellowfin tuna,602.86,596,1100,837.5,-0.23863636363636365,0.4052013422818792,0.38921142553826754,,
8,සාලයා (මට්ට),Sardinella,194.29,160.83,256,260,0.015625,0.6166138158303798,0.33820577487261316,,
9,මෝරා,Sharks,600,600,800,900,0.125,0.5,0.5,,
10,හුරුල්ලා,Herrings,455.83,441.43,606.43,670.83,0.10619527398050904,0.5196746936094059,0.4716670688633922,,
11,කුම්බලා,Indian Mackerel,598.33,393.86,626,690,0.10223642172523961,0.7518915350632204,0.15320976718533244,,
12,කාරල්ලා,Pony fish,135,97.5,200,200,0,1.0512820512820513,0.48148148148148145,,
13,කටුවල්ලා,Katuwalla,260,310,356,480,0.34831460674157305,0.5483870967741935,0.8461538461538461,,
14,හාල්මැස්සා,Anchovy,322,226.67,330,362.5,0.09848484848484848,0.5992411876295938,0.12577639751552794,,
15,ඉස්සා (M),"Prawns (M) 3""",1200,810,1100,1075,-0.022727272727272728,0.3271604938271605,-0.10416666666666667,,
16, කොප්පරා,Marlins,845.71,854.29,1483.33,1385,-0.0662900366068238,0.6212293249364971,0.6376772179588748,,
17,අලගොඩුවා,Frigate tuna(L),445,350,562.5,533.33,-0.051857777777777704,0.5238000000000002,0.198494382022472,,
18,ඇටවල්ලා,Atawalla,425,350,650,680,0.046153846153846156,0.9428571428571428,0.6,,
19,ඇටිස්සා,Red Bream(L),621,612,797.5,980,0.22884012539184953,0.6013071895424836,0.5780998389694042,,
20,බෝල්ලා,Big eye scade,561.67,378.57,580,635,0.09482758620689655,0.6773648202446048,0.13055708868196636,,
21,ගින්නටි පරව්,Ginnati Paraw,691.67,470,633.33,750,0.1842167590355738,0.5957446808510638,0.08433212370060873,,
22,හබරලි,Needle fish,550,445,625,735,0.176,0.651685393258427,0.33636363636363636,,
23,හැඩැල්ලා,Indian Anchovies,700,890,925,1200,0.2972972972972973,0.34831460674157305,0.7142857142857143,,
24,ජීලාවා,Barracuda(L),630,666.67,900,893.75,-0.006944444444444444,0.3406182969085155,,,
25,ලින්නා,Indian Scad(L),381,255,490,592.86,0.2099183673469388,1.3249411764705883,0.5560629921259843,,
26,ලින්නා,Indian Scad(S),,,366,500,0.366120218579235,,,, 
27,ලේන පරව්,Rainbow Runner,400,375,500,560,0.12,0.49333333333333335,0.4,,
28,සුද්දා,Threadfin  Bream,511.67, ,712.5,925,0.2982456140350877,,,,
29,සූඩයා,White Sardinella,130,92.14,151.43,172.14,0.13676286072772884,0.8682439765574125,0.32415384615384607,,
30,දැල්ලා,Squids /Cuttle fish,657.14,685.71,1212.5,1237.5,0.020618556701030927,0.804698779367371,0.8831603615667895,,
31,කකුළුවා(L),Sea Crabs(L),479.17,583.33,1500,1550,0.03333333333333333,1.6571580409030906,2.2347601060166538,,
32,තිලාපියා,Tilapia (M),360,350,350,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,
