Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2019,2020,2021,,"% Change 3rd week Sept. 2021, compared to:",,, 
Sinhala Name,,Common Name,3rd week of Sept.,3rd week of Sept.,2nd week of Sept.,3rd week of Sept.,Last week ,Last Year,2019.0,
1,තෝරා,Seer (Nl),1442.86,1275,1170,1200,0.02564102564102564,-0.058823529411764705,-0.1683184785772701,
2,පරව් (ලොකු),Trevally (L),576.67,630,550,700,0.2727272727272727,0.1111111111111111,0.213865815804533,
3,ගල්මාළු (ලොකු),Rock fish (L),400,,750,633.33,-0.15555999999999995,,, 
4,ගල්මාළු (පොඩි),Rock fish (S),,,600,600,0,,,
5,තලපත්,Sail fish,700,840,900,1100,0.2222222222222222,0.30952380952380953,0.5714285714285714,
6,බලයා,Skipjack tuna,335.83,388,360.71,375,0.039616312273017165,-0.03350515463917526,0.11663639341333418,
7,කෙළවල්ලා,Yellowfin tuna,724.29,666.6666666666666,750,762.5,0.016666666666666666,0.14375000000000007,0.052755111902690964,
8,සාලයා (මට්ට),Sardinella,216,185,139.29,167,0.1989374685907101,-0.0972972972972973,-0.22685185185185186,
9,මෝරා,Sharks,591.67,570,650,673,0.03538461538461538,0.18070175438596492,0.13745838051616618,
10,හුරුල්ලා,Herrings,398,374,405,480,0.18518518518518517,0.28342245989304815,0.20603015075376885,
11,කුම්බලා,Indian Mackerel,395,381.6666666666667,416.43,442.5,0.06260355882141054,0.15938864628820956,0.12025316455696203,
12,කාරල්ලා,Pony fish,176.67,146.66666666666666,165,240,0.45454545454545453,0.6363636363636365,0.35846493462387513,
13,කටුවල්ලා,Katuwalla,­,,,175,,,,
14,හාල්මැස්සා,Anchovy,324.17,,,400,,,0.23392047382546188,
15,ඉස්සා (M),"Prawns (M) 3""",1160,987.5,954.17,991.67,0.039301172746994774,0.004222784810126541,-0.1451120689655173,
16, කොප්පරා,Marlins,880,835,1200,1250,0.041666666666666664,0.49700598802395207,0.42045454545454547,
17,අලගොඩුවා,Frigate tuna(L),348,320,333.33,375,0.12501125011250117,0.171875,0.07758620689655173,
18,ඇටවල්ලා,Atawalla,350,410,410,411.67,0.004073170731707356,0.004073170731707356,0.17620000000000005,
19,ඇටිස්සා,Red Bream(L),733.33,720,687.5,687.5,0,-0.04513888888888889,-0.062495738616993764,
20,බෝල්ලා,Big eye scade,326,346.6666666666667,361.67,411.67,0.1382475737550806,0.18750961538461536,0.26279141104294484,
21,ගින්නටි පරව්,Ginnati Paraw,662.5,626,507.14,516.67,0.018791655164254392,-0.17464856230031955,-0.2201207547169812,
22,හබරලි,Needle fish,520,552.5,587.5,579.17,-0.014178723404255389,,0.11378846153846146,
23,හැඩැල්ලා,Indian Anchovies,642.14,983.3333333333334,866.67,850,-0.019234541405609932,-0.13559322033898308,0.32369888186376805,
24,ජීලාවා,Barracuda(L),­,516.6666666666666,650,540,-0.16923076923076924,0.04516129032258072,,
25,ලින්නා,Indian Scad(L),284.29,265,405,400.83,-0.010296296296296336,0.512566037735849,0.40993351859017185,
26,ලින්නා,Indian Scad(S),,,377.5,335,-0.11258278145695365,,,
27,ලේන පරව්,Rainbow Runner,412.5,365,443.33,387.17,-0.1266776441928134,0.0607397260273973,-0.06140606060606057,
28,සුද්දා,Threadfin  Bream,456.43,429.1666666666667,450,496.67,0.10371111111111114,0.1572893203883495,0.08816247836469997,
29,සූඩයා,White Sardinella,159,124,98,111.67,0.13948979591836735,,-0.2976729559748428,
30,දැල්ලා,Squids /Cuttle fish,850,737.5,925,956.25,0.033783783783783786,0.2966101694915254,0.125,
31,කකුළුවා(L),Sea Crabs(L),600,675,,1012.5,,0.5,0.6875,
32,තිලාපියා,Tilapia (M),352,395,465,437.5,-0.05913978494623656,0.10759493670886076,0.24289772727272727,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,
