Unnamed: 0,Unnamed: 1
Year,Marine Fish Production
1983,13510
2005,8290
2006,6270
2007,8150
2008,17980
2009,27690
2010,36250
2011,33910
2009-01-01 00:00:00,970
2009-02-01 00:00:00,980
2009-03-01 00:00:00,1120
2009-04-01 00:00:00,2170
2009-05-01 00:00:00,2340
2009-06-01 00:00:00,3670
2009-07-01 00:00:00,3410
2009-08-01 00:00:00,4290
2009-09-01 00:00:00,2760
2009-10-01 00:00:00,2030
2009-11-01 00:00:00,1879.497
2009-12-01 00:00:00,2075
2010-01-01 00:00:00,2970
2010-02-01 00:00:00,3250
2010-03-01 00:00:00,3530
2010-04-01 00:00:00,3040
2010-05-01 00:00:00,3590
2010-06-01 00:00:00,3680
2010-07-01 00:00:00,2280
2010-08-01 00:00:00,3160
2010-09-01 00:00:00,3310
2010-10-01 00:00:00,2840
2010-11-01 00:00:00,2370
2010-12-01 00:00:00,2240
 Jan - Nov 2010,34020
Change in 2010 compared to  2009,0.3091368725171542
2011 Target,48650
2011-01-01 00:00:00,1420
2011-02-01 00:00:00,1970
2011-03-01 00:00:00,2560
2011-04-01 00:00:00,2340
2011-05-01 00:00:00,3050
2011-06-01 00:00:00,4040
2011-07-01 00:00:00,3260
2011-08-01 00:00:00,3440
2011-09-01 00:00:00,3370
2011-10-01 00:00:00,3310
2011-11-01 00:00:00,2580
2011-12-01 00:00:00,2570
 Jan - Dec 2011,33910
2012,36410
2012-01-01 00:00:00,2280
2012-02-01 00:00:00,2610
2012-03-01 00:00:00,2680
2012-04-01 00:00:00,3130
2012-05-01 00:00:00,2670
2012-06-01 00:00:00,2570
2012-07-01 00:00:00,3410
2012-08-01 00:00:00,1780
2012-09-01 00:00:00,2360
2012-10-01 00:00:00,3540
2012-11-01 00:00:00,4510
2012-12-01 00:00:00,4870
2013-01-01 00:00:00,2630
2013-02-01 00:00:00,2540
2013-03-01 00:00:00,2620
2013-04-01 00:00:00,1730
2013-05-01 00:00:00,2550
2013-06-01 00:00:00,2520
2013-07-01 00:00:00,1580
2013-08-08 00:00:00,1860
2013-09-10 00:00:00,2180
2013-10-10 00:00:00,1980
2013-11-10 00:00:00,1020
2013-12-10 00:00:00,1160
2013,24370
Annual Change  2013/2012 ,-0.33067838505904973
2014-01-01 00:00:00,1300
2014-02-01 00:00:00,1150
2014-03-01 00:00:00,2160
App-14,2020
2014-05-14 00:00:00,2800
2014-06-14 00:00:00,2050
2014-07-14 00:00:00,2520
2014-08-14 00:00:00,1920
2014-09-14 00:00:00,2240
2014-10-14 00:00:00,2120
2014-11-14 00:00:00,1070
2014-12-14 00:00:00,990
2014,22340
2015 Jan,1930
2015 Feb,2020
2015 Mar,1430
2015 Aprial,1750
2015 May,2870
2015 June,2220
2015 July,2340
2015 Aug.,1970
2015 Sep.,2970
2015 Oct.,2050
2015 Nov.,1710
2015 Dec.,1510
2015,24770
