--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
26,සුද්දා,Threadfin  Bream,448,450,413.33,-0.08148888888888893,-0.0773883928571429
27,සූඩයා,White Sardinella,75,118.75,99.29,-0.16387368421052625,0.32386666666666675
28,දැල්ලා,Squids /Cuttle fish,825,670,656.29,-0.020462686567164233,-0.20449696969696973
29,කකුළුවා,Sea Crabs,425,587.5,570,-0.029787234042553193,0.3411764705882353
30,තිලාපියා,Tilapia (M),320,380,350,-0.07894736842105263,0.09375
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 01st  week March 2019, compared to:",
Sinhala Name,,Common Name,1st week March,4th week February,1st week March,Last week ,Last Year
1,තෝරා,Seer,1487,1503,1377,-0.08383233532934131,-0.07397444519166106
2,පරව් (ලොකු),Trevally (L),978,1008,942,-0.06547619047619048,-0.03680981595092025
3,ගල්මාළු (ලොකු),Rock Fish (L),617,960,860,-0.10416666666666667,0.39384116693679094
4,තලපත්,Sail fish,1056,1106,1121.67,0.014168173598553411,0.06218750000000007
5,බලයා,Skipjack tuna,500,613.33,495,-0.19293039636084985,-0.01
6,කෙළවල්ලා,Yellowfin tuna,900,940,900,-0.0425531914893617,0
7,සාලයා (මට්ට),Sardinella,200,256.67,320,0.2467370553629173,0.6
8,මෝරා,Shark,693,920,806.67,-0.1231847826086957,0.16402597402597396
9,හුරුල්ලා,Herrings,406,446,395,-0.11434977578475336,-0.027093596059113302
10,කුම්බලා,Indian mackerel,470,544,524,-0.03676470588235294,0.1148936170212766
11,කාරල්ලා,Pony fish,160,160,150,-0.0625,-0.0625
12,කටුවල්ලා,Katuwalla,340,325,290,-0.1076923076923077,-0.14705882352941177
13,හාල්මැස්සා,Anchovies,280,380,440,0.15789473684210525,0.5714285714285714
14,ඉස්සා (M),Prawns (M),1023,1020,972,-0.047058823529411764,-0.04985337243401759
15, කොප්පරා,Marlins,790,960,960,0,0.21518987341772153
16,අලගොඩුවා,Frigate tuna,310,300,286.67,-0.04443333333333328,-0.07525806451612899
17,ඇටවල්ලා,Kawakawa,350,380,320,-0.15789473684210525,-0.08571428571428572
18,ඇටිස්සා,Red Bream,580,666.67,600,-0.10000449997750006,0.034482758620689655
19,බෝල්ලා,Big eye scade,348,460,412.5,-0.10326086956521739,0.1853448275862069
20,ගින්නටි පරව්,Ginnati paraw,780,720,666.67,-0.07406944444444451,-0.14529487179487185
21,හබරලි,Needle fish,485,600,­,­,­
22,හැඩැල්ලා,Indian Anchovy,805,1020,­,­,­
23,ජීලාවා,Barracuda,750,758,758,0,0.010666666666666666
24,ලින්නා,Indian Scade,338,324,318.33,-0.01750000000000005,-0.0581952662721894
25,ලේන පරව්,Rainbow runner,385,435,600,0.3793103448275862,0.5584415584415584
26,සුද්දා,Threadfin bream,580,596,551.67,-0.07437919463087256,-0.048844827586206965
27,සූඩයා,White Sardinella,160,160,­,­,­
28,දැල්ලා,Cuttle fish,880,946.67,1020,0.07746099485565196,0.1590909090909091
29,කකුළුවා,Sea Crabs,710,800,800,0,0.1267605633802817
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
