Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,2026,,% Change   compared to:3rd week of Jan. 2026,, ,, ,, ,,
Sinhala Name,,Common Name,3rd  week of Jan.,2nd  week of Jan.,3rd  week of Jan.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,3962.5,4226.666666666667,4160,-0.01577287066246064,0.049842271293375394,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2386.67,2860,2545,-0.11013986013986014,0.06633929282221669, ,, , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2493.33,2690,2440,-0.09293680297397769,-0.02138906602816311,,,, ,,,
4,තලපත්,Sail fish,2913.33,3246.6666666666665,3316,0.02135523613963044,0.13821640528192827,,, , , , ,
5,බලයා,Skipjack tuna,1360,2006.6666666666667,1700,-0.15282392026578076,0.25,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2346.67,2964,2776,-0.06342780026990553,0.1829528651237711,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,620,980,873.3333333333334,-0.10884353741496595,0.4086021505376345,,, , ,, ,
8,මෝරා,Shark,1965,2100,2226.6666666666665,0.06031746031746024,0.13316369804919415,,,,,,,
9,හුරුල්ලා,Herrings,1280,1230,1240,0.008130081300813009,-0.03125,,, ,,,,
10,කුම්බලා,Indian mackerel,1020,1506.6666666666667,1210,-0.19690265486725667,0.18627450980392157,,, , ,,, 
11,කාරල්ලා,Pony fish,,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,720,,,,,,,,,
13,හාල්මැස්සා,Anchovies,,,,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),2466.67,2695,2645,-0.01855287569573284,0.07229584824885368,,, ,,,,
15, කොප්පරා,Marlins,3473.33,3860,3880,0.0051813471502590676,0.11708360564645458,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1063.33,1320,1200,-0.09090909090909091,0.12853018348019907,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1110,1337.5,1215,-0.09158878504672897,0.0945945945945946,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1880,2150,1920,-0.10697674418604651,0.02127659574468085,,,,, ,,
19,බෝල්ලා,Big eye scade,1320,1283.3333333333333,1105,-0.13896103896103892,-0.16287878787878787,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1250,1990,1680,-0.15577889447236182,0.344,,, ,,, ,
21,හබරලි,Needle fish,1195,1620,1410,-0.12962962962962962,-0.07531380753138076,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2150,2350,2066.6666666666665,-0.12056737588652489,-0.03875968992248069,,,,,,,
23,ජීලාවා,Barracuda(L),2440,2845,2690,-0.054481546572934976,0.10245901639344263,,,, ,,,
24,ලින්නා,Indian Scade,976.67,1108,1020,-0.07942238267148015,0.044365036296804494,,, ,,, ,
25,ලේන පරව්,Rainbow runner,933.33,1306.6666666666667,1240,-0.05102040816326536,0.32857617348633383,,,,,,,
26,සුද්දා,Threadfin bream,1160,,1470,,0.2672413793103448,,,,,,,
27,සූඩයා,White Sardinella,385,485,426.6666666666667,-0.12027491408934704,0.10822510822510828,,,,, ,,
28,දැල්ලා,Cuttle fish,2030,2475,2533.3333333333335,0.023569023569023632,0.24794745484400665,, , ,,,,
29,කකුළුවා,Sea Crabs(L),2433.33,3290,3290,0,0.3520566466529407,,,,,,,
30,තිලාපියා,Thilapia (M),,990,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
