Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Variety,,,2022,2023,,"% Change 1st week of June 2023, compared to:",, ,,,,,
Sinhala Name,,Common Name,1st week of June,4th week of May,1st week of June,Last week ,Last Year,,,, ,,
1,තෝරා,Seer (L),1916.67,1800,1891.67,0.050927777777777815,-0.013043455576598997,, ,,,,
2,පරව් (ලොකු),Trevally (L),1470,1478.57,1380,-0.0666657648944588,-0.061224489795918366,  ,, , ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1750,1416.67,1437.5,0.014703494815306264,-0.17857142857142858, ,, ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1575,1120,1200,0.07142857142857142,-0.23809523809523808,, ,,, , 
5,තලපත්,Sail fish,1739.29,2378.57,2000,-0.15915865414934188,0.14989449717988376,,,,,,
6,බලයා,Skipjack tuna,1021.43,1264.293,1131.25,-0.10523114499566152,0.10751593354414894,,,,,, 
7,කෙළවල්ලා,Yellowfin tuna,1555,1742.86,1420,-0.18524723729961093,-0.08681672025723473, ,,,,, 
8,සාලයා (මට්ට),Sardinella,658.57,446,606.67,0.36024663677130037,-0.07880711237985345,,,,,,
9,මෝරා,Sharks,1275,1237.33,1015,-0.1796852901004582,-0.20392156862745098,,,,,,
10,හුරුල්ලා,Herrings,991.67,921.43,1062.5,0.1530989874434304,0.07142497000010088,,,,,,
11,කුම්බලා,Indian Mackerel,1164.29,1278.57,1260,-0.014524038574344728,0.08220460538182071,,,,,,
12,කාරල්ලා,Pony fish,400,416.67,283.33,-0.32001343989248093,-0.291675,,,,,,
13,කටුවල්ලා,Katuwalla,650,600,580,-0.03333333333333333,-0.1076923076923077,,, ,,,
14,හාල්මැස්සා,Anchovy,705,516.67,630,0.21934697195501973,-0.10638297872340426,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1075,1217.86,1333.33,0.09481385380914066,0.24030697674418597,,,,,,
16, කොප්පරා,Marlins,1907.14,2700,2433.33,-0.0987666666666667,0.2759052822551044,, ,,,,
17,අලගොඩුවා,Frigate tuna(L),810,1091.67,1075,-0.015270182381122566,0.3271604938271605,,,,,,
18,ඇටවල්ලා,Kawakawa,860,1357.14,1225,-0.09736652077162275,0.42441860465116277,,, ,,,
19,ඇටිස්සා,Red Bream(L),1575,1500,1475,-0.016666666666666666,-0.06349206349206349,,,,,,
20,බෝල්ලා,Big eye scade,1091.67,1250,1191.62,-0.046704000000000086,0.09155697234512243,,,, ,,
21,ගින්නටි පරව්,Ginnati Paraw,1400,1280,1412.5,0.103515625,0.008928571428571428,, ,,, ,
22,හබරලි,Needle fish,1025,1250,1200,-0.04,0.17073170731707318,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1310,1460,1530,0.04794520547945205,0.16793893129770993,, , ,,,
24,ජීලාවා,Barracuda(L),1466.67,1550,1500,-0.03225806451612903,0.022724948352390056,,, ,,,
25,ලින්නා,Indian Scad(L),890.74,1246.43,991.67,-0.20439174281748682,0.11331028133911124,,,,,,
26,ලින්නා,Indian Scad(S),799.29,1050,880,-0.1619047619047619,0.10097711719150751,,,,,,
27,ලේන පරව්,Rainbow Runner,905,1280,981.25,-0.2333984375,0.08425414364640885,,,,,,
28,සුද්දා,Threadfin  Bream,975,1446.67,1312.5,-0.09274402593542416,0.34615384615384615,,, ,,,
29,සූඩයා,White Sardinella,418.75,395,479.17,0.21308860759493675,0.14428656716417915,,,,,, 
30,දැල්ලා,Squids /Cuttle fish,1516.67,1571,1608.33,0.023761935073201734,0.06043503201091856,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1975,2100,2283.33,0.08729999999999996,0.1561164556962025,,,, ,,
32,තිලාපියා,Tilapia (M),600,700,650,-0.07142857142857142,0.08333333333333333,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,
