Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:2nd week of Oct. 2025,, ,,,, ,,
Sinhala Name,,Common Name,2nd  week of Oct.,1st  week of Oct.,2nd  week of Oct.,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3790,4390,4193.33,-0.04479954441913441,0.10641952506596304,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2296,2626.67,2520,-0.04061035455538765,0.0975609756097561, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2120,2190,2326.67,0.06240639269406396,0.0974858490566038,, ,, ,,,
4,තලපත්,Sail fish,2776,3016,2980,-0.011936339522546418,0.07348703170028818,,, , , ,,
5,බලයා,Skipjack tuna,1233.33,1950,1875,-0.038461538461538464,0.5202743791199437,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2006,2875,2796,-0.027478260869565216,0.3938185443668993,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,543.33,590,545,-0.07627118644067797,0.003073638488579609,,, , ,, ,
8,මෝරා,Shark,1693.33,2040,2015,-0.012254901960784314,0.1899629723680559,,,,,,,
9,හුරුල්ලා,Herrings,890,995,1035,0.04020100502512563,0.16292134831460675,, ,,,,,
10,කුම්බලා,Indian mackerel,873.33,1005,920,-0.0845771144278607,0.053439135263875004,,,,,,, 
11,කාරල්ලා,Pony fish,580,420,390,-0.07142857142857142,-0.3275862068965517,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,550,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,553.33,,,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),1976,2236.67,2264,0.012219057795740958,0.145748987854251,, , ,,,,
15, කොප්පරා,Marlins,3090,3580,3590,0.002793296089385475,0.16181229773462782,,,,,,,
16,අලගොඩුවා,Frigate tuna,920,1193.33,1080,-0.09496953902105866,0.17391304347826086,,, , ,,,
17,ඇටවල්ලා,Kawakawa,962.5,1120,1090,-0.026785714285714284,0.13246753246753246,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1860,1840,1860,0.010869565217391304,0,,,,, ,,
19,බෝල්ලා,Big eye scade,865,1050,1006.67,-0.04126666666666671,0.1637803468208092,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,862.5,,1530,,0.7739130434782608,,, ,,, ,
21,හබරලි,Needle fish,1210,1190,1073.33,-0.09804201680672275,-0.11295041322314056,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1602.5,1540,1500,-0.025974025974025976,-0.06396255850234009,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2180,2480,2393.33,-0.03494758064516132,0.09785779816513758,,,,,,,
24,ලින්නා,Indian Scade,803.33,852,811.66,-0.047347417840375626,0.010369337632106266,,, ,,,,
25,ලේන පරව්,Rainbow runner,862.5,936.67,920,-0.017797089690072234,0.06666666666666667,,,,,,,
26,සුද්දා,Threadfin bream,867.5,1213.33,1153.33,-0.04945068530408051,0.3294870317002881,,,,,,,
27,සූඩයා,White Sardinella,345,390,360,-0.07692307692307693,0.043478260869565216,,,,, ,,
28,දැල්ලා,Cuttle fish,2055,2205,2200,-0.0022675736961451248,0.0705596107055961,,,,,,,
29,කකුළුවා,Sea Crabs(L),2650,3326.67,3393.33,0.020038056074092064,0.2805018867924528,,,,,,,
30,තිලාපියා,Thilapia (M),910,966.67,906.66,-0.06207909627897834,-0.0036703296703297053,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
