Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,2026,,% Change   compared to:4th week of Jan. 2026,, ,, ,, ,,
Sinhala Name,,Common Name,4th  week of Jan.,3rd  week of Jan.,4th  week of Jan.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,3965,4160,3896,-0.06346153846153846,-0.017402269861286256,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2416,2545,2396,-0.05854616895874263,-0.008278145695364239, ,, , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2380,2440,2390,-0.020491803278688523,0.004201680672268907,,,, ,,,
4,තලපත්,Sail fish,2920,3316,3130,-0.05609167671893848,0.07191780821917808,,, , , , ,
5,බලයා,Skipjack tuna,1333.33,1700,1660,-0.023529411764705882,0.24500311250778134,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2413.33,2776,2480,-0.10662824207492795,0.027625728764818766,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,535,873.3333333333334,893.3333333333334,0.022900763358778626,0.6697819314641745,,, , ,, ,
8,මෝරා,Shark,2150,2226.6666666666665,2160,-0.029940119760478976,0.004651162790697674,,,,,,,
9,හුරුල්ලා,Herrings,1330,1240,1300,0.04838709677419355,-0.022556390977443608,,,  ,,,,
10,කුම්බලා,Indian mackerel,1206.67,1210,1220,0.008264462809917356,0.011046930809583338,,, , ,,, 
11,කාරල්ලා,Pony fish,,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,720,890,0.2361111111111111,,,,,,,,
13,හාල්මැස්සා,Anchovies,733.33,,840,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),2496,2645,2660,0.005671077504725898,0.06570512820512821,,, ,,,,
15, කොප්පරා,Marlins,3540,3880,3740,-0.03608247422680412,0.05649717514124294,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1083.33,1200,1250,0.041666666666666664,0.15384970415293595,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1126.67,1215,1316,0.0831275720164609,0.16804388152697766,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1890,1920,1830,-0.046875,-0.031746031746031744,,,,, ,,
19,බෝල්ලා,Big eye scade,1335,1105,1140,0.03167420814479638,-0.14606741573033707,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,,1680,1590,-0.05357142857142857,,,, ,,, ,
21,හබරලි,Needle fish,1300,1410,,,,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2162.5,2066.6666666666665,2040,-0.01290322580645154,-0.056647398843930635,,,,,,,
23,ජීලාවා,Barracuda(L),2226.67,2690,2440,-0.09293680297397769,0.0958067428042772,,,, ,,,
24,ලින්නා,Indian Scade,991.67,1020,1116.6666666666667,0.09477124183006544,0.126046635137361,,, ,,, ,
25,ලේන පරව්,Rainbow runner,1060,1240,1300,0.04838709677419355,0.22641509433962265,,,,,,,
26,සුද්දා,Threadfin bream,1345,1470,1400,-0.047619047619047616,0.040892193308550186,,,,,,,
27,සූඩයා,White Sardinella,360,426.6666666666667,460,0.07812499999999996,0.2777777777777778,,,,, ,,
28,දැල්ලා,Cuttle fish,2050,2533.3333333333335,2480,-0.021052631578947427,0.2097560975609756,, , ,,,,
29,කකුළුවා,Sea Crabs(L),2496.67,3290,3140,-0.04559270516717325,0.25767522339756554,,,,,,,
30,තිලාපියා,Thilapia (M),1020,,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
