--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st  week November 2019, compared to:",
Sinhala Name,,Common Name,1st week November,4th week October,1st week November,Last week ,Last Year
1,තෝරා,Seer (Nl),1096.43,1075,1190,0.10697674418604651,0.10697674418604651
2,පරව් (ලොකු),Trevally (L),435,437.5,400,-0.08571428571428572,-0.08571428571428572
3,ගල්මාළු (ලොකු),Rock fish (L),475,450,­,­,­
4,තලපත්,Sail fish,625,711.67,­,­,­
5,බලයා,Skipjack tuna,275,302.5,390,0.2892561983471074,0.2892561983471074
6,කෙළවල්ලා,Yellowfin tuna,462.86,454,620,0.3656387665198238,0.3656387665198238
7,සාලයා (මට්ට),Sardinella,104.29,162,160,-0.012345679012345678,-0.012345679012345678
8,මෝරා,Sharks,511.43,576.25,­,­,­
9,හුරුල්ලා,Herrings,197.14,331.67,397.5,0.1984804172822383,0.1984804172822383
10,කුම්බලා,Indian Mackerel,215,320,413.75,0.29296875,0.29296875
11,කාරල්ලා,Pony fish,102.86,150,133.33,-0.11113333333333325,-0.11113333333333325
12,කටුවල්ලා,Katuwalla,143.33,200,220,0.1,0.1
13,හාල්මැස්සා,Anchovy,240,268,247.5,-0.07649253731343283,-0.07649253731343283
14,ඉස්සා (M),"Prawns (M) 3""",731.43,1190,1100,-0.07563025210084033,-0.07563025210084033
15, කොප්පරා,Marlins,797.14,832,750,-0.0985576923076923,-0.0985576923076923
16,අලගොඩුවා,Frigate tuna,272.5,240,300,0.25,0.25
17,ඇටවල්ලා,Atawalla,300,315,350,0.1111111111111111,0.1111111111111111
18,ඇටිස්සා,Red Bream,554,565,437.5,-0.22566371681415928,-0.22566371681415928
19,බෝල්ලා,Big eye scade,255,306.25,282,-0.07918367346938776,-0.07918367346938776
20,ගින්නටි පරව්,Ginnati Paraw,381.43,470,423.75,-0.09840425531914894,-0.09840425531914894
21,හබරලි,Needle fish,277.86,366,422,0.15300546448087432,0.15300546448087432
22,හැඩැල්ලා,Indian Anchovies,563.33,850,­,­,­
23,ජීලාවා,Barracuda,516.67,500,520,0.04,0.04
24,ලින්නා,Indian Scad,209.29,252.5,286,0.13267326732673268,0.13267326732673268
25,ලේන පරව්,Rainbow Runner,234,305,350,0.14754098360655737,0.14754098360655737
26,සුද්දා,Threadfin  Bream,371.67,350,361,0.03142857142857143,0.03142857142857143
27,සූඩයා,White Sardinella,75,116,137,0.1810344827586207,0.1810344827586207
28,දැල්ලා,Squids /Cuttle fish,785.71,787.5,­,­,­
29,කකුළුවා,Sea Crabs,450,625,600,-0.04,-0.04
30,තිලාපියා,Tilapia (M),317.5,330,310,-0.06060606060606061,-0.06060606060606061
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st week November 2019, compared to:",
Sinhala Name,,Common Name,1st week November,4th week October,1st week November,Last week ,Last Year
1,තෝරා,Seer,1325,1340,1467.5,0.09514925373134328,0.10754716981132076
2,පරව් (ලොකු),Trevally (L),934,958.33,980,0.022612252564356703,0.04925053533190578
3,ගල්මාළු (ලොකු),Rock Fish (L),1320,870,766.67,-0.11877011494252879,-0.419189393939394
4,තලපත්,Sail fish,1094,1168.33,1145.83,-0.019258257512860238,0.04737659963436922
5,බලයා,Skipjack tuna,833.33,800,810,0.0125,-0.027996111984447986
6,කෙළවල්ලා,Yellowfin tuna,896.67,985,1020.67,0.03621319796954311,0.13828944873810878
7,සාලයා (මට්ට),Sardinella,220,205,273.33,0.3333170731707316,0.24240909090909082
8,මෝරා,Shark,732.5,745,880,0.18120805369127516,0.20136518771331058
9,හුරුල්ලා,Herrings,364,420,473.33,0.12697619047619044,0.3003571428571428
10,කුම්බලා,Indian mackerel,375,511.67,440,-0.14007074872476402,0.17333333333333334
11,කාරල්ලා,Pony fish,195,175,250,0.42857142857142855,0.28205128205128205
12,කටුවල්ලා,Katuwalla,140,­,230,­,0.6428571428571429
13,හාල්මැස්සා,Anchovies,324,270,330,0.2222222222222222,0.018518518518518517
14,ඉස්සා (M),Prawns (M),1005,1288,1324,0.027950310559006212,0.3174129353233831
15, කොප්පරා,Marlins,985,960,895,-0.06770833333333333,-0.09137055837563451
16,අලගොඩුවා,Frigate tuna,280,330,400,0.21212121212121213,0.42857142857142855
17,ඇටවල්ලා,Kawakawa,373.33,420,440,0.047619047619047616,0.17858195162456814
18,ඇටිස්සා,Red Bream,786.67,740,684.67,-0.07477027027027032,-0.1296604675403918
19,බෝල්ලා,Big eye scade,302.5,376,364,-0.031914893617021274,0.20330578512396694
20,ගින්නටි පරව්,Ginnati paraw,600,585,700,0.19658119658119658,0.16666666666666666
21,හබරලි,Needle fish,365,400,586.67,0.4666749999999999,0.6073150684931505
22,හැඩැල්ලා,Indian Anchovy,820,­,1120,­,0.36585365853658536
23,ජීලාවා,Barracuda,533.33,742,660,-0.1105121293800539,0.23750773442334006
24,ලින්නා,Indian Scade,277.5,336,370,0.10119047619047619,0.3333333333333333
25,ලේන පරව්,Rainbow runner,360,415,560,0.3493975903614458,0.5555555555555556
26,සුද්දා,Threadfin bream,470,432,505.6,0.17037037037037042,0.07574468085106388
27,සූඩයා,White Sardinella,­,140,­,­,­
28,දැල්ලා,Cuttle fish,860,1040,­,­,­
29,කකුළුවා,Sea Crabs,733.33,1225,800,-0.3469387755102041,0.09091404960931634
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
