Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 02nd week February 2019, compared to:",
Sinhala Name,,Common Name,2nd week February,1st Week February,2nd week February,Last week ,Last Year
1,තෝරා,Seer (Nl),1229,1391.67,1285.71,-0.07613873978744963,0.04614320585842151
2,පරව් (ලොකු),Trevally (L),506,540,562.86,0.04233333333333336,0.11237154150197631
3,ගල්මාළු (ලොකු),Rock fish (L),517,500,515.83,0.031660000000000084,-0.0022630560928432477
4,තලපත්,Sail fish,623,642.5,614.17,-0.044093385214007845,-0.014173354735152554
5,බලයා,Skipjack tuna,311,271.67,301.43,0.10954466816358077,-0.030771704180064287
6,කෙළවල්ලා,Yellowfin tuna,525,585,581.67,-0.005692307692307762,0.10794285714285706
7,සාලයා (මට්ට),Sardinella,120,135,132,-0.022222222222222223,0.1
8,මෝරා,Sharks,571,552,541,-0.019927536231884056,-0.05253940455341506
9,හුරුල්ලා,Herrings,335,288.33,345,0.1965456248049111,0.029850746268656716
10,කුම්බලා,Indian Mackerel,296,405.83,480,0.1827612547125644,0.6216216216216216
11,කාරල්ලා,Pony fish,123,120,129.17,0.07641666666666656,0.05016260162601616
12,කටුවල්ලා,Katuwalla,242,165,180,0.09090909090909091,-0.256198347107438
13,හාල්මැස්සා,Anchovy,253,287.5,312.5,0.08695652173913043,0.23517786561264822
14,ඉස්සා (M),"Prawns (M) 3""",730,817.5,822.86,0.006556574923547417,0.12720547945205482
15, කොප්පරා,Marlins,764,841.67,833.33,-0.009908871648032981,0.09074607329842937
16,අලගොඩුවා,Frigate tuna,330,255,260,0.0196078431372549,-0.21212121212121213
17,ඇටවල්ලා,Atawalla,320,320,355,0.109375,0.109375
18,ඇටිස්සා,Red Bream,594,650,628,-0.033846153846153845,0.05723905723905724
19,බෝල්ලා,Big eye scade,268,373.33,425.71,0.1403048241502156,0.5884701492537313
20,ගින්නටි පරව්,Ginnati Paraw,553,536.67,525,-0.021745206551512027,-0.05063291139240506
21,හබරලි,Needle fish,401,415,395,-0.04819277108433735,-0.014962593516209476
22,හැඩැල්ලා,Indian Anchovies,771,796.67,786.43,-0.012853502705009614,0.020012970168612126
23,ජීලාවා,Barracuda,500,536.67,516,-0.03851528872491468,0.032
24,ලින්නා,Indian Scad,219,217.5,219,0.006896551724137931,0
25,ලේන පරව්,Rainbow Runner,295,297,322,0.08417508417508418,0.09152542372881356
26,සුද්දා,Threadfin  Bream,412,458.75,446,-0.02779291553133515,0.0825242718446602
27,සූඩයා,White Sardinella,64,98,93,-0.05102040816326531,0.453125
28,දැල්ලා,Squids /Cuttle fish,794,750,753.57,0.004760000000000067,-0.0509193954659949
29,කකුළුවා,Sea Crabs,435,491.67,516.67,0.050847112900929366,0.18774712643678151
30,තිලාපියා,Tilapia (M),325,390,381.25,-0.022435897435897436,0.17307692307692307
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
