Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2019,2020,2021,,"% Change 2nd week Sept. 2021, compared to:",,, 
Sinhala Name,,Common Name,2nd week of Sept.,2nd week of Sept.,1st week of Sept.,2nd week of Sept.,Last week ,Last Year,2019.0,
1,තෝරා,Seer (Nl),1450,1260,1310.1,1170,-0.10693840164872905,-0.07142857142857142,-0.19310344827586207,
2,පරව් (ලොකු),Trevally (L),590,587.5,704.17,550,-0.21893860857463393,-0.06382978723404255,-0.06779661016949153,
3,ගල්මාළු (ලොකු),Rock fish (L),­,,787.5,750,-0.047619047619047616,,, 
4,ගල්මාළු (පොඩි),Rock fish (S),,,600,600,0,,,
5,තලපත්,Sail fish,700,663.5714285714286,1044,900,-0.13793103448275862,0.3562970936490851,0.2857142857142857,
6,බලයා,Skipjack tuna,420,406.42857142857144,409.29,360.71,-0.11869334701556362,-0.11248857644991221,-0.14116666666666672,
7,කෙළවල්ලා,Yellowfin tuna,790,652.5,680,750,0.10294117647058823,0.14942528735632185,-0.05063291139240506,
8,සාලයා (මට්ට),Sardinella,252,169.28571428571428,201.43,139.29,-0.3084942659981135,-0.17718987341772152,-0.4472619047619048,
9,මෝරා,Sharks,625,508.3333333333333,625,650,0.04,0.27868852459016397,0.04,
10,හුරුල්ලා,Herrings,397,333.3333333333333,403.57,405,0.0035433753747801046,0.21500000000000008,0.020151133501259445,
11,කුම්බලා,Indian Mackerel,582.5,390,492.786,416.43,-0.15494758373817435,0.06776923076923079,-0.28509871244635193,
12,කාරල්ලා,Pony fish,166.67,180,188.33,165,-0.12387829873095105,-0.08333333333333333,-0.010019799604007845,
13,කටුවල්ලා,Katuwalla,180,,266.67,,,,,
14,හාල්මැස්සා,Anchovy,316,350,412.5,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1120,1083.3333333333333,950,954.17,0.004389473684210483,-0.11922769230769228,-0.14806250000000004,
16, කොප්පරා,Marlins,860,882.8571428571429,1195,1200,0.0041841004184100415,0.35922330097087374,0.3953488372093023,
17,අලගොඩුවා,Frigate tuna(L),377,430,337.5,333.33,-0.012355555555555602,-0.22481395348837213,-0.11583554376657829,
18,ඇටවල්ලා,Atawalla,402.5,425,430,410,-0.046511627906976744,-0.03529411764705882,0.018633540372670808,
19,ඇටිස්සා,Red Bream(L),743.33,733.3333333333334,787.5,687.5,-0.12698412698412698,-0.06250000000000004,-0.07510796012538178,
20,බෝල්ලා,Big eye scade,380,382.85714285714283,392.86,361.67,-0.07939214987527363,-0.05533955223880587,-0.04823684210526311,
21,ගින්නටි පරව්,Ginnati Paraw,770,666.6666666666666,653,507.14,-0.22336906584992344,-0.23928999999999997,-0.3413766233766234,
22,හබරලි,Needle fish,541.67,600,607.14,587.5,-0.03234838752182361,-0.020833333333333332,0.08460871010024562,
23,හැඩැල්ලා,Indian Anchovies,641.67,750,790,866.67,0.09705063291139235,0.15555999999999995,0.3506475291037449,
24,ජීලාවා,Barracuda(L),800,600,781.25,650,-0.168,0.08333333333333333,,
25,ලින්නා,Indian Scad(L),343.33,330.7142857142857,428.33,405,-0.054467349940466425,0.22462203023758096,0.1796231031369237,
26,ලින්නා,Indian Scad(S),,,400,377.5,-0.05625,,,
27,ලේන පරව්,Rainbow Runner,401.67,358,421.67,443.33,0.05136718286811954,0.23835195530726253,0.10371698160181235,
28,සුද්දා,Threadfin  Bream,438.33,492,416.67,450,0.0799913600691194,-0.08536585365853659,0.026623776606666247,
29,සූඩයා,White Sardinella,161,141,112,98,-0.125,-0.3049645390070922,-0.391304347826087,
30,දැල්ලා,Squids /Cuttle fish,943.75,760.7142857142857,1000,925,-0.075,0.21596244131455408,-0.019867549668874173,
31,කකුළුවා(L),Sea Crabs(L),550,707.5,1466.67,,,,,
32,තිලාපියා,Tilapia (M),376.66,430,366.67,465,0.26817028936100573,0.08139534883720931,0.23453512451547806,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,
