Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 1st  week of October 2021, compared to:",,
Sinhala Name,,Common Name,October 1st week average,October 1st week average,September 4th week average,October 1st week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1517.5,1475,2478,2260,-0.08797417271993543,0.5322033898305085,0.48929159802306427
2,පරව් (ලොකු),Trevally (L),1075,1143.33,1370,1480,0.08029197080291971,0.29446441534814977,0.3767441860465116
3,ගල්මාළු (ලොකු),Rock Fish (L),540,925,1221.25,1280,0.048106448311156604,0.3837837837837838,1.3703703703703705
4,තලපත්,Sail fish,1232.5,1303.33,1582.5,1608,0.016113744075829384,0.2337627461962819,0.3046653144016227
5,බලයා,Skipjack tuna,800,730,800,800,0,0.0958904109589041,0.0
6,කෙළවල්ලා,Yellowfin tuna,1041.67,1141.67,1305,1400,0.07279693486590039,0.22627379190133742,0.34399569921376244
7,සාලයා (මට්ට),Sardinella,193.33,320,395,310,-0.21518987341772153,-0.03125,0.6034759219986551
8,මෝරා,Shark,960,930,1090,1116.66,0.02445871559633035,0.20070967741935491,0.1631875000000001
9,හුරුල්ලා,Herrings,435,480,564,493.33,-0.12530141843971634,0.0277708333333333,0.13409195402298846
10,කුම්බලා,Indian mackerel,430,600,735,665,-0.09523809523809523,0.10833333333333334,0.5465116279069767
11,කාරල්ලා,Pony fish,­,,,,,,
12,කටුවල්ලා,Katuwalla,­,480,,,,,
13,හාල්මැස්සා,Anchovies,486.67,340,450,,,,
14,ඉස්සා (M),Prawns (M),1293.33,1215,1226.67,1246.67,0.016304303520914346,0.026065843621399236,-0.03607741257065084
15, කොප්පරා,Marlins,960,1315,1697.5,1680,-0.010309278350515464,,0.75
16,අලගොඩුවා,Frigate tuna,300,460,,516,,,
17,ඇටවල්ලා,Kawakawa,420,573.33,550,520,-0.05454545454545454,,0.23809523809523808
18,ඇටිස්සා,Red Bream,­,,,920,,,
19,බෝල්ලා,Big eye scade,366.67,513.33,600,500,-0.16666666666666666,-0.025967701088968186,0.3636239670548449
20,ගින්නටි පරව්,Ginnati paraw,760,765,825,695,-0.15757575757575756,,-0.08552631578947369
21,හබරලි,Needle fish,507.5,520,762.5,700,-0.08196721311475409,,0.3793103448275862
22,හැඩැල්ලා,Indian Anchovy,873.33,1000,1139,1050,-0.0781387181738367,0.05,0.20229466524681386
23,ජීලාවා,Barracuda,730,725,1280,1260,-0.015625,0.7379310344827587,0.726027397260274
24,ලින්නා,Indian Scade,346,428,540,500,-0.07407407407407407,0.16822429906542055,0.44508670520231214
25,ලේන පරව්,Rainbow runner,480,450,720,600,-0.16666666666666666,0.3333333333333333,0.25
26,සුද්දා,Threadfin bream,420,623.33,815,760,-0.06748466257668712,0.21925785699388758,0.8095238095238095
27,සූඩයා,White Sardinella,160,,,,,,
28,දැල්ලා,Cuttle fish,993.33,,1267,1205,-0.0489344909234412,,0.2130913190983862
29,කකුළුවා,Sea Crabs(L),1250,1240,1743.33,1720,-0.013382434765649607,0.3870967741935484,0.376
30,තිලාපියා,Thilapia (M),515,,682.5,690,0.01098901098901099,,0.33980582524271846
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
