Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st week July 2019, compared to:",
Sinhala Name,,Common Name,1st week July, 4th week June,1st week July,Last week ,Last Year
1,තෝරා,Seer,1747,1679.25,1525,-0.09185648354920352,-0.12707498568975387
2,පරව් (ලොකු),Trevally (L),984,1432,1150,-0.19692737430167598,0.16869918699186992
3,ගල්මාළු (ලොකු),Rock Fish (L),780,1160,800,-0.3103448275862069,0.02564102564102564
4,තලපත්,Sail fish,1088,1177,1220.83,0.037238742565845306,0.12208639705882346
5,බලයා,Skipjack tuna,668,685,733.33,0.07055474452554751,0.09779940119760486
6,කෙළවල්ලා,Yellowfin tuna,973,1055.5,1075.67,0.01910942681193754,0.10551901336074006
7,සාලයා (මට්ට),Sardinella,273,300,­,­,­
8,මෝරා,Shark,760,760,946.67,0.2456184210526315,0.2456184210526315
9,හුරුල්ලා,Herrings,590,604,540,-0.10596026490066225,-0.0847457627118644
10,කුම්බලා,Indian mackerel,640,702.5,672,-0.04341637010676157,0.05
11,කාරල්ලා,Pony fish,170,­,240,­,0.4117647058823529
12,කටුවල්ලා,Katuwalla,­,­,­,­,­
13,හාල්මැස්සා,Anchovies,540,720,600,-0.16666666666666666,0.1111111111111111
14,ඉස්සා (M),Prawns (M),1259,1392.5,1203,-0.13608617594254938,-0.04447974583002383
15, කොප්පරා,Marlins,1215,960,960,0,-0.20987654320987653
16,අලගොඩුවා,Frigate tuna,­,465,520,0.11827956989247312,­
17,ඇටවල්ලා,Kawakawa,460,580,500,-0.13793103448275862,0.08695652173913043
18,ඇටිස්සා,Red Bream,960,746.67,800,0.07142378828665949,-0.16666666666666666
19,බෝල්ලා,Big eye scade,493,554,500,-0.09747292418772563,0.014198782961460446
20,ගින්නටි පරව්,Ginnati paraw,750,900,936.67,0.040744444444444396,0.24889333333333327
21,හබරලි,Needle fish,587,780,720,-0.07692307692307693,0.22657580919931858
22,හැඩැල්ලා,Indian Anchovy,1020,880,897.5,0.019886363636363636,-0.12009803921568628
23,ජීලාවා,Barracuda,1005,806.67,1040,0.28925087086417006,0.03482587064676617
24,ලින්නා,Indian Scade,402,594,492.5,-0.17087542087542087,0.22512437810945274
25,ලේන පරව්,Rainbow runner,513,650,576.67,-0.11281538461538468,0.12411306042884983
26,සුද්දා,Threadfin bream,633,960,906.67,-0.05555208333333338,0.43233807266982616
27,සූඩයා,White Sardinella,­,220,400,0.8181818181818182,­
28,දැල්ලා,Cuttle fish,770,800,1013.33,0.2666625,0.3160129870129871
29,කකුළුවා,Sea Crabs,800,760,­,­,­
30,තිලාපියා,Thilapia (M),­,585,600,0.02564102564102564,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
