Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st week July 2019, compared to:",
Sinhala Name,,Common Name,1st week July, 4th week June,1st week July,Last week ,Last Year
1,තෝරා,Seer (Nl),1444,1504.17,1507.14,0.001974510859809747,0.043725761772853255
2,පරව් (ලොකු),Trevally (L),628,635,675,0.06299212598425197,0.07484076433121019
3,ගල්මාළු (ලොකු),Rock fish (L),­,400,500,0.25,­
4,තලපත්,Sail fish,760,712,715.71,0.005210674157303422,-0.058276315789473634
5,බලයා,Skipjack tuna,344,415,404.17,-0.026096385542168636,0.17491279069767446
6,කෙළවල්ලා,Yellowfin tuna,665,700,642,-0.08285714285714285,-0.03458646616541353
7,සාලයා (මට්ට),Sardinella,195,300,235,-0.21666666666666667,0.20512820512820512
8,මෝරා,Sharks,555,600,650,0.08333333333333333,0.17117117117117117
9,හුරුල්ලා,Herrings,405,456,428,-0.06140350877192982,0.056790123456790124
10,කුම්බලා,Indian Mackerel,533,620.83,588.57,-0.05196269510171865,0.10425891181988753
11,කාරල්ලා,Pony fish,152,­,­,­,­
12,කටුවල්ලා,Katuwalla,300,400,­,­,­
13,හාල්මැස්සා,Anchovy,450,­,400,­,-0.1111111111111111
14,ඉස්සා (M),"Prawns (M) 3""",1083,925,980,0.05945945945945946,-0.0951061865189289
15, කොප්පරා,Marlins,762,869,887,0.020713463751438434,0.16404199475065617
16,අලගොඩුවා,Frigate tuna,354,408,310,-0.24019607843137256,-0.12429378531073447
17,ඇටවල්ලා,Atawalla,400,426,400,-0.06103286384976526,0
18,ඇටිස්සා,Red Bream,690,766.67,730,-0.047830226825100707,0.057971014492753624
19,බෝල්ලා,Big eye scade,500,513,457.14,-0.10888888888888891,-0.08572000000000003
20,ගින්නටි පරව්,Ginnati Paraw,651,793.33,­,­,­
21,හබරලි,Needle fish,498,600,566.43,-0.05595000000000008,0.13740963855421676
22,හැඩැල්ලා,Indian Anchovies,692,785,758.33,-0.03397452229299358,0.09585260115606942
23,ජීලාවා,Barracuda,650,700,650,-0.07142857142857142,0
24,ලින්නා,Indian Scad,316,466.67,355,-0.239291147920372,0.12341772151898735
25,ලේන පරව්,Rainbow Runner,380,443.33,405,-0.08645929668644121,0.06578947368421052
26,සුද්දා,Threadfin  Bream,565,500,700,0.4,0.23893805309734514
27,සූඩයා,White Sardinella,138,188.33,170,-0.0973291562682526,0.2318840579710145
28,දැල්ලා,Squids /Cuttle fish,750,865,896,0.035838150289017344,0.19466666666666665
29,කකුළුවා,Sea Crabs,450,582.5,575.71,-0.011656652360514958,0.27935555555555563
30,තිලාපියා,Tilapia (M),367,383.33,376.67,-0.017374064122296633,0.026348773841961895
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
