"","Table 7.5: Monthly Average Retail Prices of Fish at Colombo Suburb Markets - 2017","","","","","","","","","","","","",""
"","2016","","","","","","2017","","","","","","","2017"
"Item","Annual","","","","","","","","","","","","","Annual"
"","","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec",""
"","Average","","","","","","","","","","","","","Average"
"Salaya","195.00","173.33","177.44","225.33","226.67","210.95","294.08","219.33","240.58","210.58","213.50","212.29","232.00","220.00"
"Hurulla","396.00","435.42","445.78","454.17","442.50","454.06","540.00","357.75","384.79","363.88","315.42","326.17","389.33","409.00"
"Balaya","540.00","416.25","622.22","515.00","615.00","548.63","748.75","595.42","555.00","578.33","563.33","538.17","427.08","560.00"
"Kelawalla","834.00","849.50","835.67","833.58","882.44","945.66","1006.33","946.83","987.83","1022.50","964.17","869.50","876.92","918.00"
"Thora","1,366.00","1286.17","1280.89","1320.50","1340.00","1320.48","1419.17","1568.75","1681.00","1477.54","1537.08","1357.75","1395.83","1,415.00"
"Paraw","875.00","818.25","876.67","867.42","882.58","957.29","888.17","1045.08","1063.08","1113.00","1036.00","944.83","999.17","958.00"
"Mora","712.00","608.33","712.78","713.33","673.33","743.47","712.50","796.67","772.50","806.67","760.00","707.92","685.83","724.00"
"Thalapath","897.00","868.96","906.67","906.08","925.42","971.44","920.33","1078.50","1126.04","1091.00","1119.15","1079.11","1055.58","1,004.00"
"Kumbala","480.00","451.58","432.78","512.08","542.22","624.68","580.33","389.58","415.33","425.67","390.04","341.71","368.30","456.00"
"Mullet","626.00","702.50","617.22","718.08","705.83","642.83","632.50","691.88","638.75","625.83","690.00","646.25","627.22","662.00"
"Prawns","916.00","841.83","936.67","1096.50","1265.00","1115.65","1217.50","1091.33","1267.54","1208.75","1292.50","1314.17","1176.67","1,152.00"
"Tilapiya(M)","401.00","","","","","","","","","","","","",""
"Source  : Statistics Unit of the Ministry of Fisheries and Aquatic Resources Development","","","","","","","","","","","","","",""
