Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 4th week of May 2022, compared to:",
Sinhala Name,,Common Name,May 4th week average,May 3rd week average,May 4th week average,Last week ,Last Year
1,තෝරා,Seer,2010,2900,3120,0.07586206896551724,0.5522388059701493
2,පරව් (ලොකු),Trevally (L),1360,2153.33,2395,0.11223082388672433,0.7610294117647058
3,ගල්මාළු (ලොකු),Rock Fish (L),1010,1680,,,
4,තලපත්,Sail fish,1484,2390,2392,0.0008368200836820083,0.6118598382749326
5,බලයා,Skipjack tuna,720,1553.33,1720,0.10729851351612348,1.3888888888888888
6,කෙළවල්ලා,Yellowfin tuna,1480,2393.33,2395,0.0006977725595718404,0.6182432432432432
7,සාලයා (මට්ට),Sardinella,318,732,722.5,-0.012978142076502733,1.2720125786163523
8,මෝරා,Shark,,1670,1780,0.0658682634730539,
9,හුරුල්ලා,Herrings,700,1006.67,1100,0.09271161353770356,0.5714285714285714
10,කුම්බලා,Indian mackerel,795,1256,1360,0.08280254777070063,0.710691823899371
11,කාරල්ලා,Pony fish,,533.33,,,
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,,880,900,0.022727272727272728,
14,ඉස්සා (M),Prawns (M),1290,1492,1505,0.00871313672922252,0.16666666666666666
15, කොප්පරා,Marlins,1580,2480,,,
16,අලගොඩුවා,Frigate tuna,,1050,1160,0.10476190476190476,
17,ඇටවල්ලා,Kawakawa,740,1073.33,1200,0.11801589445929964,0.6216216216216216
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,670,1173.33,1230,0.04829843266600196,0.835820895522388
20,ගින්නටි පරව්,Ginnati paraw,800,1305,,,
21,හබරලි,Needle fish,,1000,,,
22,හැඩැල්ලා,Indian Anchovy,1100,1425,1666.66,0.16958596491228076,0.5151454545454546
23,ජීලාවා,Barracuda,1380,1750,,,
24,ලින්නා,Indian Scade,553.33,1090,1020,-0.06422018348623854,0.8433845987024017
25,ලේන පරව්,Rainbow runner,640,1160,1200,0.034482758620689655,0.875
26,සුද්දා,Threadfin bream,740,1210,1230,0.01652892561983471,0.6621621621621622
27,සූඩයා,White Sardinella,,,,,
28,දැල්ලා,Cuttle fish,1213.3333333333333,1566.66,1540,-0.017017093689760433,0.26923076923076933
29,කකුළුවා,Sea Crabs(L),1520,2735,2666.66,-0.02498720292504576,0.7543815789473683
30,තිලාපියා,Thilapia (M),,750,900,0.2,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
**Retail Price collection done by Telephone,,,,,,,
