Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,2026,,% Change   compared to:4th week of Feb. 2026,, ,, ,, ,,
Sinhala Name,,Common Name,4th  week of Feb.,3rd  week of Feb.,4th  week of Feb.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,2920,4216,4095,-0.028700189753320685,0.4023972602739726,,, ,, ,,
2,පරව් (ලොකු),Trevally (L),2046.67,2616,2612,-0.0015290519877675841,0.2762194198380784, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2010,2433.3333333333335,2436,0.0010958904109588418,0.21194029850746268,,,,, ,,
4,තලපත්,Sail fish,2296.67,3155,3170,0.004754358161648178,0.3802592449067563,,, ,, , ,
5,බලයා,Skipjack tuna,1097.5,1626.6666666666667,1560,-0.040983606557377095,0.4214123006833713,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,1945,2530,2345,-0.07312252964426877,0.20565552699228792,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,525,870,790,-0.09195402298850575,0.5047619047619047,,, ,,, ,
8,මෝරා,Shark,1980,2293.3333333333335,2110,-0.07994186046511634,0.06565656565656566,,,,,,,
9,හුරුල්ලා,Herrings,1190,1316,1260,-0.0425531914893617,0.058823529411764705,,,  ,, ,,
10,කුම්බලා,Indian mackerel,920,1400,1430,0.02142857142857143,0.5543478260869565,,, ,,,, 
11,කාරල්ලා,Pony fish,,410,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,740,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,550,700,640,-0.08571428571428572,0.16363636363636364,,,,, ,,
14,ඉස්සා (M),Prawns (M),2280,2896,2785,-0.038328729281767955,0.22149122807017543,,, ,,,,
15, කොප්පරා,Marlins,2690,3540,3540,0,0.3159851301115242,,,,, , ,
16,අලගොඩුවා,Frigate tuna,865,1310,1315,0.003816793893129771,0.5202312138728323,,, ,,,,
17,ඇටවල්ලා,Kawakawa,885,1280,1320,0.03125,0.4915254237288136,,, ,,,,
18,ඇටිස්සා,Red Bream(L),1620,1900,1880,-0.010526315789473684,0.16049382716049382,,,,, ,,
19,බෝල්ලා,Big eye scade,1110,1406.6666666666667,1420,0.009478672985781936,0.27927927927927926,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,990,1793.3333333333333,1680,-0.06319702602230479,0.696969696969697,,, ,,, ,
21,හබරලි,Needle fish,1120,1446.6666666666667,,,,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1935,2193.3333333333335,2160,-0.015197568389057819,0.11627906976744186,,,,,,,
23,ජීලාවා,Barracuda(L),1993.33,2690,2580,-0.040892193308550186,0.29431654567984233,,,,,,,
24,ලින්නා,Indian Scade,844,1191.6666666666667,1140,-0.043356643356643416,0.35071090047393366,,, ,,, ,
25,ලේන පරව්,Rainbow runner,815,1300,1360,0.046153846153846156,0.6687116564417178,,,,,,,
26,සුද්දා,Threadfin bream,963.33,1626.6666666666667,1520,-0.06557377049180332,0.5778601310039134,,,,,,,
27,සූඩයා,White Sardinella,386.67,490,480,-0.02040816326530612,0.2413686088913026,,,,, ,,
28,දැල්ලා,Cuttle fish,2100,2333.3333333333335,2200,-0.057142857142857204,0.047619047619047616,, , ,,,,
29,කකුළුවා,Sea Crabs(L),2493.33,3290,3190,-0.030395136778115502,0.2794134751517048,,,,,, ,
30,තිලාපියා,Thilapia (M),,,1020,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
