Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2021,2022,,"% Change 1st week of Sep. 2022, compared to:",,,,,,,,,
Sinhala Name,,Common Name,Average of Sep. 1st week,Average of Aug. 4th week,Average of Sep. 1st week,Last week ,Last Year,,,,,,,,
1,තෝරා,Seer,2351,4010,4240,0.057356608478802994,0.8034878774989366,,,,,,,, 
2,පරව් (ලොකු),Trevally (L),1365,3390,2912,-0.1410029498525074,1.1333333333333333,,,,,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),1323.33,2810,2715,-0.033807829181494664,1.0516424474620845,,,,,,,,
4,තලපත්,Sail fish,1532.5,3333.33,3190,-0.04299904299904298,1.0815660685154975,,,,,,,,
5,බලයා,Skipjack tuna,820,1810,1766.67,-0.023939226519336977,1.1544756097560978,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,1336,2985,2854,-0.04388609715242881,1.1362275449101797,,,,,,,,
7,සාලයා (මට්ට),Sardinella,346.66,893.33,890,-0.00372762584935023,1.5673570645589334,,,,,,,,
8,මෝරා,Shark,960,1973.33,2013.33,0.02027030451064951,1.09721875,,,, ,,,,
9,හුරුල්ලා,Herrings,626.66,1352,1236,-0.08579881656804733,0.9723614081000863,,,,,,,,
10,කුම්බලා,Indian mackerel,743.33,1707.5,1404,-0.17774524158125915,0.8887977076130386,,,,,,,,
11,කාරල්ලා,Pony fish,,,820,,,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,,,,,,,,,,
13,හාල්මැස්සා,Anchovies,640,1120,1020,-0.08928571428571429,0.59375,,,,,,,,
14,ඉස්සා (M),Prawns (M),1260,2030,2083.33,0.0262709359605911,0.6534365079365079,,,, ,,,,
15, කොප්පරා,Marlins,1620,3765,3827.5,0.016600265604249667,1.3626543209876543,,,,,,,,
16,අලගොඩුවා,Frigate tuna,,1253.33,1320,0.0531942904103469,,,,,,,,,
17,ඇටවල්ලා,Kawakawa,550,,1340,,,, ,,,,,,
18,ඇටිස්සා,Red Bream,,,2000,,,,,,,,,,
19,බෝල්ලා,Big eye scade,610,1386.66,1325,-0.04446655993538436,1.1721311475409837,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,833.33,1940,,,,,,,,,,,
21,හබරලි,Needle fish,760,1230,,,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1160,1812.5,1837.5,0.013793103448275862,0.584051724137931,,,,,,,,
23,ජීලාවා,Barracuda,1112.66,3193.33,,,-1,,,,,,,,
24,ලින්නා,Indian Scade,634,1100,1318.3333333333333,0.1984848484848484,1.0793901156677181,,,,,,,,
25,ලේන පරව්,Rainbow runner,700,1260,1433.3333333333333,0.1375661375661375,1.0476190476190474,,,,,,,,
26,සුද්දා,Threadfin bream,730,1780,1442.5,-0.1896067415730337,0.976027397260274,,,,,,,,
27,සූඩයා,White Sardinella,,660,640,-0.030303030303030304,,,,,,,,,
28,දැල්ලා,Cuttle fish,1277.5,1980,1895,-0.04292929292929293,0.48336594911937375,,,,,,,,
29,කකුළුවා,Sea Crabs(L),1693.33,3140,2985,-0.04936305732484077,0.7627987456668223,,,,,,,,
30,තිලාපියා,Thilapia (M),,960,,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,,,,,,,,,
**Retail Price collection done by over the phone,,,,,,,,,,,,,,,
