Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 1st  week of November 2021, compared to:",,
Sinhala Name,,Common Name,November 1st week average,November 1st week average,October 4th week average,November 1st week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1467.5,1600,2390,2356.67,-0.01394560669456064,0.47291875000000005,0.6059080068143101
2,පරව් (ලොකු),Trevally (L),980,1140,1520,1466.67,-0.03508552631578943,0.28655263157894745,0.4966020408163266
3,ගල්මාළු (ලොකු),Rock Fish (L),766.67,1140,1335,1335,0,0.17105263157894737,0.741296776970535
4,තලපත්,Sail fish,1145.83,1220,1760,1746,-0.007954545454545454,0.4311475409836066,0.5237862510145485
5,බලයා,Skipjack tuna,810,658.59,863.33,846.67,-0.019297371804524437,0.2855797992681333,0.04527160493827156
6,කෙළවල්ලා,Yellowfin tuna,1020.67,930,1550,1320,-0.14838709677419354,0.41935483870967744,0.2932681473933789
7,සාලයා (මට්ට),Sardinella,273.33,280,325,310,-0.046153846153846156,0.10714285714285714,0.1341601726850328
8,මෝරා,Shark,880,880,1150,,,,
9,හුරුල්ලා,Herrings,473.33,450,566,580,0.024734982332155476,0.28888888888888886,0.22536074197705622
10,කුම්බලා,Indian mackerel,440,440,620,593.33,-0.043016129032257995,,0.3484772727272728
11,කාරල්ලා,Pony fish,250,,,,,,
12,කටුවල්ලා,Katuwalla,230,,,,,,
13,හාල්මැස්සා,Anchovies,330,300,460,,,,
14,ඉස්සා (M),Prawns (M),1324,1120,1310,1316.25,0.004770992366412214,0.17522321428571427,-0.005853474320241692
15, කොප්පරා,Marlins,895,880,1783.33,1800,0.009347681023702889,,1.011173184357542
16,අලගොඩුවා,Frigate tuna,400,450,560,,,,
17,ඇටවල්ලා,Kawakawa,440,400,587.5,586.67,-0.0014127659574468781,,0.333340909090909
18,ඇටිස්සා,Red Bream,684.67,700,,,,,
19,බෝල්ලා,Big eye scade,364,380,598.33,535,-0.10584460080557558,,0.4697802197802198
20,ගින්නටි පරව්,Ginnati paraw,700,494.1,770,780,0.012987012987012988,,
21,හබරලි,Needle fish,586.67,430.4,600,640,0.06666666666666667,,
22,හැඩැල්ලා,Indian Anchovy,1120,,1043.33,1160,0.11182463841737521,,
23,ජීලාවා,Barracuda,660,640.17,1280,1180,-0.078125,,0.7878787878787878
24,ලින්නා,Indian Scade,370,400,585,527.5,-0.09829059829059829,0.31875,0.42567567567567566
25,ලේන පරව්,Rainbow runner,560,423.98,690,650,-0.057971014492753624,,0.16071428571428573
26,සුද්දා,Threadfin bream,505.6,495,760,735,-0.03289473684210526,,0.45371835443037967
27,සූඩයා,White Sardinella,­,180,,,,,
28,දැල්ලා,Cuttle fish,­,700,1280,1170,-0.0859375,,
29,කකුළුවා,Sea Crabs(L),800,,1765,1657.5,-0.060906515580736544,,
30,තිලාපියා,Thilapia (M),450,450,640,,,,-1.0
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
