Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 1st  week August 2019, compared to:",
Sinhala Name,,Common Name,1st week August,4th week July,1st week August,Last week ,Last Year
1,තෝරා,Seer (Nl),1517,1442.86,1414.29,-0.019800950889206116,-0.06770599868160847
2,පරව් (ලොකු),Trevally (L),606,610,587.5,-0.036885245901639344,-0.03052805280528053
3,ගල්මාළු (ලොකු),Rock fish (L),­,400,350,-0.125,­
4,තලපත්,Sail fish,595,736,703.57,-0.044062499999999935,0.1824705882352942
5,බලයා,Skipjack tuna,326,414.17,384.29,-0.0721442885771543,0.17880368098159516
6,කෙළවල්ලා,Yellowfin tuna,663,683.33,638.33,-0.06585397977551109,-0.037209653092005975
7,සාලයා (මට්ට),Sardinella,248,218.57,194.29,-0.11108569337054491,-0.21657258064516133
8,මෝරා,Sharks,600,636.67,610,-0.041889833037523305,0.016666666666666666
9,හුරුල්ලා,Herrings,316,395.71,355,-0.10287837052386845,0.12341772151898735
10,කුම්බලා,Indian Mackerel,443,430,410,-0.046511627906976744,-0.0744920993227991
11,කාරල්ලා,Pony fish,155,­,­,­,­
12,කටුවල්ලා,Katuwalla,­,­,­,­,­
13,හාල්මැස්සා,Anchovy,263,425,­,­,­
14,ඉස්සා (M),"Prawns (M) 3""",1200,891.67,912.5,0.023360660333980106,-0.23958333333333334
15, කොප්පරා,Marlins,785,883.33,879,-0.0049019052902086885,0.1197452229299363
16,අලගොඩුවා,Frigate tuna,400,366.67,276.67,-0.24545231406987209,-0.30832499999999996
17,ඇටවල්ලා,Atawalla,430,436.67,365,-0.1641285181029153,-0.1511627906976744
18,ඇටිස්සා,Red Bream,700,713,700,-0.0182328190743338,0
19,බෝල්ලා,Big eye scade,419,383.57,315.71,-0.1769168600255495,-0.2465155131264917
20,ගින්නටි පරව්,Ginnati Paraw,658,700,503.33,-0.2809571428571429,-0.23506079027355625
21,හබරලි,Needle fish,534,531.67,528.57,-0.0058306844471192835,-0.010168539325842604
22,හැඩැල්ලා,Indian Anchovies,734,814.29,778.57,-0.04386643579068872,0.06072207084468672
23,ජීලාවා,Barracuda,650,693.33,700,0.009620238558839166,0.07692307692307693
24,ලින්නා,Indian Scad,328,330,241.43,-0.26839393939393935,-0.2639329268292683
25,ලේන පරව්,Rainbow Runner,375,420,334.29,-0.20407142857142851,-0.10855999999999995
26,සුද්දා,Threadfin  Bream,490,574,525,-0.08536585365853659,0.07142857142857142
27,සූඩයා,White Sardinella,182,136,155,0.13970588235294118,-0.14835164835164835
28,දැල්ලා,Squids /Cuttle fish,806,855,837.5,-0.02046783625730994,0.039081885856079406
29,කකුළුවා,Sea Crabs,508,572,600,0.04895104895104895,0.18110236220472442
30,තිලාපියා,Tilapia (M),330,300,293.33,-0.022233333333333386,-0.11112121212121218
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
