Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2020,2021,2022,,"% Change  3rd week of February 2022, compared to:",,
Sinhala Name,,Common Name,February 3rd week average,February 3rd week average,February 2nd week average,February 3rd week average,Last week ,Last Year,2020.0
1,තෝරා,Seer,1459,1426.6666666666667,2106,2300,0.09211775878442545,0.6121495327102803,0.5764222069910898
2,පරව් (ලොකු),Trevally (L),1062,1140,1440,1573.33,0.09259027777777773,0.38011403508771924,0.4814783427495291
3,ගල්මාළු (ලොකු),Rock Fish (L),707,,1220,1280,0.04918032786885246,,0.8104667609618105
4,තලපත්,Sail fish,1118,1240,1726,1755,0.016801853997682505,0.4153225806451613,0.5697674418604651
5,බලයා,Skipjack tuna,670,620,904,950,0.05088495575221239,0.532258064516129,0.417910447761194
6,කෙළවල්ලා,Yellowfin tuna,974,1020,1402.5,1525,0.0873440285204991,0.4950980392156863,0.5657084188911704
7,සාලයා (මට්ට),Sardinella,242,200,352,366.66,0.04164772727272734,0.8333000000000002,0.5151239669421489
8,මෝරා,Shark,400,,1160,,,,
9,හුරුල්ලා,Herrings,664,560,612,730,0.19281045751633988,0.30357142857142855,0.09939759036144578
10,කුම්බලා,Indian mackerel,662,480,627.5,795,0.26693227091633465,0.65625,0.20090634441087613
11,කාරල්ලා,Pony fish,170,,,250,,,0.47058823529411764
12,කටුවල්ලා,Katuwalla,373,325,360,,,,
13,හාල්මැස්සා,Anchovies,500,360,520,600,0.15384615384615385,0.6666666666666666,0.2
14,ඉස්සා (M),Prawns (M),1223,1040,1280,1297.5,0.013671875,0.24759615384615385,0.06091578086672118
15, කොප්පරා,Marlins,895,980,1705,1890,0.10850439882697947,0.9285714285714286,1.111731843575419
16,අලගොඩුවා,Frigate tuna,460,430,506.67,630,0.24341287228373493,0.46511627906976744,0.3695652173913043
17,ඇටවල්ලා,Kawakawa,554,475,593.33,706.66,0.19100669104882598,0.4877052631578947,0.27555956678700355
18,ඇටිස්සා,Red Bream,640,,942,1160,0.23142250530785563,,0.8125
19,බෝල්ලා,Big eye scade,532,460,660,706.66,0.07069696969696965,0.5362173913043478,0.32830827067669166
20,ගින්නටි පරව්,Ginnati paraw,840,,720,1060,0.4722222222222222,,0.2619047619047619
21,හබරලි,Needle fish,595,720,610,790,0.29508196721311475,0.09722222222222222,0.3277310924369748
22,හැඩැල්ලා,Indian Anchovy,970,1050,1220.67,1460,0.19606445640508893,0.3904761904761905,0.5051546391752577
23,ජීලාවා,Barracuda,734,720,1050,1580,0.5047619047619047,1.1944444444444444,1.1525885558583107
24,ලින්නා,Indian Scade,480,400,543.33,665,0.22393388916496412,0.6625,0.3854166666666667
25,ලේන පරව්,Rainbow runner,,430,635,740,0.16535433070866143,0.7209302325581395,
26,සුද්දා,Threadfin bream,697,616.67,766.67,850,0.10869083177899233,0.3783709277247151,0.21951219512195122
27,සූඩයා,White Sardinella,,,180,220,0.2222222222222222,,
28,දැල්ලා,Cuttle fish,855,,1260,1313.33,0.042325396825396766,,0.5360584795321637
29,කකුළුවා,Sea Crabs(L),1300,,,,,,
30,තිලාපියා,Thilapia (M),,,550,620,0.12727272727272726,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
