Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 3rd week of October 2021, compared to:",,
Sinhala Name,,Common Name,October 3rd week average,October 3rd week average**,October 2nd week average,October 3rd week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1302.5,,2296.67,2343.33,0.02031637109380096,,0.7991017274472169
2,පරව් (ලොකු),Trevally (L),885,,1590,1590,0,,0.7966101694915254
3,ගල්මාළු (ලොකු),Rock Fish (L),618.33,,1290,1390,0.07751937984496124,,1.2479905552051491
4,තලපත්,Sail fish,1208.33,,1635,1710,0.045871559633027525,,0.41517631772777314
5,බලයා,Skipjack tuna,640,,840,860,0.023809523809523808,,0.34375
6,කෙළවල්ලා,Yellowfin tuna,866.67,,1506,1403.33,-0.06817397078353259,,0.619220695305018
7,සාලයා (මට්ට),Sardinella,233.33,,325,300,-0.07692307692307693,,0.28573265332361886
8,මෝරා,Shark,745,,1140,,,,
9,හුරුල්ලා,Herrings,510,,540,560,0.037037037037037035,,0.09803921568627451
10,කුම්බලා,Indian mackerel,500,,725,647.5,-0.10689655172413794,,0.295
11,කාරල්ලා,Pony fish,­,,500,,,,
12,කටුවල්ලා,Katuwalla,180,,,,,,
13,හාල්මැස්සා,Anchovies,360,,450,450,0,,0.25
14,ඉස්සා (M),Prawns (M),1293.33,,1291.25,1283,-0.0063891577928363984,,-0.007987133987458674
15, කොප්පරා,Marlins,960,,1800,1743.33,-0.03148333333333338,,0.8159687499999999
16,අලගොඩුවා,Frigate tuna,490,,530,,,,
17,ඇටවල්ලා,Kawakawa,460,,535,575,0.07476635514018691,,0.25
18,ඇටිස්සා,Red Bream,­,,,,,,
19,බෝල්ලා,Big eye scade,356,,600,625,0.041666666666666664,,0.7556179775280899
20,ගින්නටි පරව්,Ginnati paraw,600,,,690,,,
21,හබරලි,Needle fish,466,,700,,,,
22,හැඩැල්ලා,Indian Anchovy,1200,,1100,1125,0.022727272727272728,,-0.0625
23,ජීලාවා,Barracuda,640,,1240,1380,0.11290322580645161,,1.15625
24,ලින්නා,Indian Scade,359.4,,560,573.33,0.0238035714285715,,0.5952420701168617
25,ලේන පරව්,Rainbow runner,410,,640,686.67,0.07292187499999994,,0.6748048780487804
26,සුද්දා,Threadfin bream,500,,785,773.33,-0.014866242038216508,,0.54666
27,සූඩයා,White Sardinella,130,,,260,,,
28,දැල්ලා,Cuttle fish,960,,1133.33,1244,0.09765028720672715,,0.29583333333333334
29,කකුළුවා,Sea Crabs(L),1216.67,,,1740,,,
30,තිලාපියා,Thilapia (M),450,,640,640,0,,0.4222222222222222
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
**,Data is not available due to covid pandemic,,,,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
