Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Variety,,,2019,2020,2021,,"% Change 1st week of Dec. 2021, compared to:",,, 
Sinhala Name,,Common Name,1st week of Dec.,1st week of Dec.,4th week of Nov.,1st week of Dec.,Last week ,Last Year,2019.0,
1,තෝරා,Seer (Nl),1435,1231,1360,1325,-0.025735294117647058,0.07636068237205523,-0.07665505226480836,
2,පරව් (ලොකු),Trevally (L),660,666.6666666666666,750,760,0.013333333333333334,0.14000000000000007,0.15151515151515152,
3,ගල්මාළු (ලොකු),Rock fish (L),­,683.3333333333334,900,637.5,-0.2916666666666667,-0.06707317073170736,, 
4,ගල්මාළු (පොඩි),Rock fish (S),,,775,556,-0.28258064516129033,,,
5,තලපත්,Sail fish,720,700,1470,1600,0.08843537414965986,1.2857142857142858,,
6,බලයා,Skipjack tuna,436,333.3333333333333,466.67,472.14,0.01172134484753674,0.41642,0.08288990825688071,
7,කෙළවල්ලා,Yellowfin tuna,622,640,931.25,937.5,0.006711409395973154,0.46484375,0.5072347266881029,
8,සාලයා (මට්ට),Sardinella,233.33,260,235.71,257.5,0.0924441050443341,-0.009615384615384616,0.10358719410277284,
9,මෝරා,Sharks,­,490,750,650,,0.32653061224489793,,
10,හුරුල්ලා,Herrings,435,380,468.33,417.5,-0.1085345803172976,0.09868421052631579,-0.040229885057471264,
11,කුම්බලා,Indian Mackerel,577.5,337.5,441.67,334.29,-0.2431226934136346,-0.00951111111111105,-0.4211428571428571,
12,කාරල්ලා,Pony fish,150,366.6666666666667,170,100,-0.4117647058823529,,-0.3333333333333333,
13,කටුවල්ලා,Katuwalla,­,200,312.5,225,-0.28,0.125,,
14,හාල්මැස්සා,Anchovy,350,212.5,276.67,270,-0.02410814327538228,0.27058823529411763,-0.22857142857142856,
15,ඉස්සා (M),"Prawns (M) 3""",1000,875,964.29,910,-0.05630049051633841,0.04,-0.09,
16, කොප්පරා,Marlins,853.33,870,1630,1712.5,0.05061349693251534,0.9683908045977011,1.0068437767335028,
17,අලගොඩුවා,Frigate tuna(L),400,,500,427.5,,,0.06875,
18,ඇටවල්ලා,Atawalla,500,,560,478,-0.14642857142857144,,-0.044,
19,ඇටිස්සා,Red Bream(L),687.5,612,696,720,0.034482758620689655,0.17647058823529413,0.04727272727272727,
20,බෝල්ලා,Big eye scade,450,,418.57,340,-0.18771053826122272,,-0.24444444444444444,
21,ගින්නටි පරව්,Ginnati Paraw,300,483.3333333333333,600,605,0.008333333333333333,0.25172413793103454,1.0166666666666666,
22,හබරලි,Needle fish,517.5,375,600,580,-0.03333333333333333,0.5466666666666666,0.12077294685990338,
23,හැඩැල්ලා,Indian Anchovies,850,,1050,933.33,-0.11111428571428568,,0.09803529411764711,
24,ජීලාවා,Barracuda(L),­,350,712.5,675,-0.05263157894736842,0.9285714285714286,,
25,ලින්නා,Indian Scad(L),354.17, ,504.17,447.5,-0.11240256262768514,,0.26351751983510735,
26,ලින්නා,Indian Scad(S),,,395.1,385.71,-0.023766135155656905,,,
27,ලේන පරව්,Rainbow Runner,450,387.5,485.71,457.5,-0.05807992423462556,0.18064516129032257,0.016666666666666666,
28,සුද්දා,Threadfin  Bream,440,,533.33,565.71,0.06071287945549658,,0.28570454545454554,
29,සූඩයා,White Sardinella,150,200,166,128.57,-0.2254819277108434,-0.35715,-0.14286666666666673,
30,දැල්ලා,Squids /Cuttle fish,875,,1041.25,1087.5,0.04441776710684274,,0.24285714285714285,
31,කකුළුවා(L),Sea Crabs(L),510,,1112.5,1000,-0.10112359550561797,,0.9607843137254902,
32,තිලාපියා,Tilapia (M),320,,420,485,0.15476190476190477,,0.515625,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,
*Data not available due to Covid,,,,,,,,,,
