Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,2026,,% Change   compared to:2nd week of Feb. 2026,, ,, ,, ,,
Sinhala Name,,Common Name,2nd  week of Feb.,1st  week of Feb.,2nd  week of Feb.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,2985,4193.333333333333,4220,0.006359300476947608,0.4137353433835846,,, ,, ,,
2,පරව් (ලොකු),Trevally (L),2120,2470,2596,0.05101214574898785,0.22452830188679246, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2190,2440,2530,0.036885245901639344,0.1552511415525114,,,,, ,,
4,තලපත්,Sail fish,2496.67,3170,3196.6666666666665,0.008412197686645589,0.28037212233361497,,, ,, , ,
5,බලයා,Skipjack tuna,1230,1726.6666666666667,1800,0.04247104247104243,0.4634146341463415,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2240,2526.6666666666665,2596.6666666666665,0.02770448548812665,0.1592261904761904,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,493.33,805,855,0.062111801242236024,0.7331198183771512,,, ,,, ,
8,මෝරා,Shark,1880,2240,2190,-0.022321428571428572,0.16489361702127658,,,,,,,
9,හුරුල්ලා,Herrings,1133.33,1325,1313.3333333333333,-0.008805031446540938,0.15882693772628745,,,  ,,,,
10,කුම්බලා,Indian mackerel,1180,1210,1393.3333333333333,0.15151515151515146,0.18079096045197734,,, ,,,, 
11,කාරල්ලා,Pony fish,,,390,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,660,,700,,0.06060606060606061,, ,,,,,
13,හාල්මැස්සා,Anchovies,660,850,760,-0.10588235294117647,0.15151515151515152,,,,, ,,
14,ඉස්සා (M),Prawns (M),2486.67,2560,2996,0.1703125,0.20482412221967528,,, ,,,,
15, කොප්පරා,Marlins,3090,3790,3840,0.013192612137203167,0.24271844660194175,,,,, , ,
16,අලගොඩුවා,Frigate tuna,895,1290,1333.3333333333333,0.03359173126614981,0.48975791433891985,,, ,,,,
17,ඇටවල්ලා,Kawakawa,920,1350,1365,0.011111111111111112,0.483695652173913,,, ,,,,
18,ඇටිස්සා,Red Bream(L),1810,1960,2050,0.04591836734693878,0.13259668508287292,,,,, ,,
19,බෝල්ලා,Big eye scade,1106.67,1120,1440,0.2857142857142857,0.3012008999972891,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1095,1720,1733.3333333333333,0.00775193798449608,0.5829528158295281,,, ,,, ,
21,හබරලි,Needle fish,1150,1460,1460,0,0.26956521739130435,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2300,2150,2200,0.023255813953488372,-0.043478260869565216,,,,,,,
23,ජීලාවා,Barracuda(L),2100,2593.3333333333335,2690,0.03727506426735212,0.28095238095238095,,,,,,,
24,ලින්නා,Indian Scade,875,1165,1210,0.03862660944206009,0.38285714285714284,,, ,,, ,
25,ලේන පරව්,Rainbow runner,956.67,1320,1340,0.015151515151515152,0.40069198365162495,,,,,,,
26,සුද්දා,Threadfin bream,1106.67,1590,1580,-0.006289308176100629,0.4277065430525811,,,,,,,
27,සූඩයා,White Sardinella,340,420,490,0.16666666666666666,0.4411764705882353,,,,, ,,
28,දැල්ලා,Cuttle fish,2130,2300,2326.6666666666665,0.011594202898550659,0.09233176838810635,, , ,,,,
29,කකුළුවා,Sea Crabs(L),2526.67,3165,3280,0.036334913112164295,0.2981513217001033,,,,,,,
30,තිලාපියා,Thilapia (M),,,1010,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
