--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:2nd week of Dec. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,2nd  week of Dec.,1st  week of Dec.,2nd  week of Dec.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),2033.33,1966.6666666666667,1783.3333333333333,-0.09322033898305092,-0.1229493818842326,, , , ,,, , ,
2,පරව් (ලොකු),Trevally (L),1116.67,1300,1080,-0.16923076923076924,-0.03283870794415546,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1050,1320,980,-0.25757575757575757,-0.06666666666666667, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),866.67,950,733.3333333333334,-0.22807017543859645,-0.15384940827150656,, , , , , ,,,
5,තලපත්,Sail fish,1535.71,1716.6666666666667,1708.3333333333333,-0.004854368932038923,0.11240620516460348,,,,, ,,,,
6,බලයා,Skipjack tuna,750,903.5714285714286,590,-0.34703557312252964,-0.21333333333333335, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,995.83,1385.7142857142858,1070,-0.22783505154639178,0.07448058403542769, ,,,, ,,,,
8,සාලයා (මට්ට),Sardinella,302.14,405,380,-0.06172839506172839,0.25769510822797387,,,,,,,,,
9,මෝරා,Sharks,970,991.6666666666666,1000,0.008403361344537853,0.030927835051546393,,, ,, , ,,,
10,හුරුල්ලා,Herrings,478.57,1000,966.68,-0.03332000000000005,1.0199343878638443,, ,,,,,,,
11,කුම්බලා,Indian Mackerel,621.43,792.8571428571429,720,-0.09189189189189192,0.15861802616545717,,,,,,,,,
12,කාරල්ලා,Pony fish,305,212.5,250,0.17647058823529413,-0.18032786885245902,, , , ,,,,,
13,කටුවල්ලා,Katuwalla,450,533.3333333333334,483.33,-0.0937562500000001,0.07406666666666663,, , ,,,,,, 
14,හාල්මැස්සා,Anchovy,350,375,333.33,-0.11112000000000004,-0.04762857142857147,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1285.71,1842.857142857143,1800,-0.02325581395348839,0.40000466668222223,, , ,,,,,,
16, කොප්පරා,Marlins,1928.57,2042.857142857143,2066.6666666666665,0.011655011655011564,0.07160573205362863,, ,,,, ,,,
17,අලගොඩුවා,Frigate tuna(L),720,831.25,,,,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,855,941.6666666666666,750,-0.2035398230088495,-0.12280701754385964,,, , ,,,,,
19,ඇටිස්සා,Red Bream(L),1050,1325,1015,-0.2339622641509434,-0.03333333333333333,,,,,,,,,
20,බෝල්ලා,Big eye scade,537.5,741.6666666666666,675,-0.08988764044943816,0.2558139534883721,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,835,1041.6666666666667,833.3333333333334,-0.2,-0.001996007984031891,, ,,, ,,,,
22,හබරලි,Needle fish,857.14,975,816.6666666666666,-0.16239316239316243,-0.04721904628570987,, , , , ,,,,
23,හැඩැල්ලා,Indian Anchovies,1371.43,1837.5,1680,-0.08571428571428572,0.22499872395966247,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1140,1368.75,1040,-0.2401826484018265,-0.08771929824561403,,,,,,,,,
25,ලින්නා,Indian Scad(L),675,954.17,641.6666666666666,-0.3275132663292006,-0.04938271604938277,,,,,,,,,
26,ලින්නා,Indian Scad(S),582.14,783.3333333333334,616.6666666666666,-0.2127659574468086,0.059309902543488925,,,,,,,, ,
27,ලේන පරව්,Rainbow Runner,682.14,817.8571428571429,608.3333333333334,-0.2561863173216885,-0.10819870798760756,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,781.25,975,762.5,-0.21794871794871795,-0.024,,, ,,,,,, 
29,සූඩයා,White Sardinella,217.14,260,231.25,-0.11057692307692307,0.0649811181726076, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1414.29,1928.57142857143,1750,-0.09259259259259328,0.23736998776771387,,,,, ,,,,
31,කකුළුවා(L),Sea Crabs(L),2121.43,1925,2033.3333333333333,0.05627705627705624,-0.04152702029605813,,,, ,,,,,
32,තිලාපියා,Tilapia (M), ,420,,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 2nd week of Dec . 2024,, ,,,,,,,
Sinhala Name,,Common Name,Average of 2nd week of  Dce.,Average of 1st week of  Dce.,Average of 2nd week of  Dce.,Last week ,Last Year,, , ,,,,, 
1,තෝරා,Seer,3574,3860,3640,-0.05699481865284974,0.01846670397313934,, , ,, ,,,
2,පරව් (ලොකු),Trevally (L),2458,2680,2236,-0.16567164179104477,-0.09031733116354759, , ,, ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2040,2350,2086.67,-0.11205531914893614,0.02287745098039219,, ,,,,,,
4,තලපත්,Sail fish,2597,2930,2836,-0.032081911262798635,0.09202926453600307,,, ,,,,,
5,බලයා,Skipjack tuna,1150,1313.33,1065,-0.18908423625440668,-0.07391304347826087,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,1874,2463.33,1993.33,-0.1907986343689234,0.06367662753468513,,, ,,,, ,
7,සාලයා (මට්ට),Sardinella,533.33,696.67,630,-0.09569810670762335,0.18125738285864276,,, ,,, ,,
8,මෝරා,Shark,1733.33,1960,1960,0,0.1307714053296257,,,,,,,,
9,හුරුල්ලා,Herrings,807.5,1135,1200,0.05726872246696035,0.48606811145510836,,,,,,,,
10,කුම්බලා,Indian mackerel,947.5,1105,1006.67,-0.08898642533936656,0.062448548812664866,,,,,,,,
11,කාරල්ලා,Pony fish,630,480,,,,,, ,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,690,720,690,-0.041666666666666664,0,,,,,,,,
14,ඉස්සා (M),Prawns (M),1784,2196.67,2280,0.03793469205661293,0.27802690582959644,,,,,,,,
15, කොප්පරා,Marlins,2960,3495,3480,-0.004291845493562232,0.17567567567567569,,,,,,,,
16,අලගොඩුවා,Frigate tuna,1070,1160,1030,-0.11206896551724138,-0.037383177570093455,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1150,1185,1013.33,-0.14486919831223624,-0.11884347826086952,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1780,1980,1780,-0.10101010101010101,0,,,,,,,,
19,බෝල්ලා,Big eye scade,866.67,1180,945,-0.19915254237288135,0.09038042161376307,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1093.33,1305,1190,-0.08812260536398467,0.08841795249375768,,, ,,, ,,
21,හබරලි,Needle fish,,1350,1095,-0.18888888888888888,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1706.67,2100,2066.67,-0.015871428571428536,0.21093708801349997,,,,,,,,
23,ජීලාවා,Barracuda,2060,2240,2190,-0.022321428571428572,0.06310679611650485,,,,,,,,
24,ලින්නා,Indian Scade,891.67,1220,908,-0.25573770491803277,0.01831395022822349,,,,,,,,
25,ලේන පරව්,Rainbow runner,1024,1126.67,920,-0.18343436853737125,-0.1015625,,,,,,,,
26,සුද්දා,Threadfin bream,1006.673,1240,1050,-0.1532258064516129,0.043039795444995546,,,,,,,,
27,සූඩයා,White Sardinella,340,438,380,-0.1324200913242009,0.11764705882352941,,,,,,,,
28,දැල්ලා,Cuttle fish,2026.67,2280,2110,-0.07456140350877193,0.041116708689623825,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2800,2470,2490,0.008097165991902834,-0.11071428571428571,,,,,,,,
30,තිලාපියා,Thilapia (M),,926.67,900,-0.02878047201269056,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,, ,,,,,, ,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,, ,,,, ,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
