Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:3rd week of Sep. 2025,, ,,,, ,,
Sinhala Name,,Common Name,3rd  week of Sep,2nd  week of Sep,3rd  week of Sep,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3735,4790,4168,-0.12985386221294362,0.11593038821954485,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2526.67,2793.33,2595,-0.07100127804448451,0.027043499942612185, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2180,2390,2190,-0.08368200836820083,0.0045871559633027525,, ,, ,,,
4,තලපත්,Sail fish,2970,3095,2930,-0.05331179321486268,-0.013468013468013467,,, , , ,,
5,බලයා,Skipjack tuna,1206.67,2025,1940,-0.04197530864197531,0.6077303653857309,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2456,2796,2776,-0.00715307582260372,0.13029315960912052,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,570,740,566.66,-0.23424324324324328,-0.005859649122807073,,, , ,, ,
8,මෝරා,Shark,1790,2047.5,2015,-0.015873015873015872,0.12569832402234637,,,,,,,
9,හුරුල්ලා,Herrings,1113.33,1306.67,1092,-0.164287846204474,-0.01915873999622747,, ,,,,,
10,කුම්බලා,Indian mackerel,1106.67,1340,1277.5,-0.04664179104477612,0.15436399287953945,,,,,,, 
11,කාරල්ලා,Pony fish,,480,510,0.0625,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,820,,,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),2020,2375,2295,-0.03368421052631579,0.13613861386138615,, , ,,,,
15, කොප්පරා,Marlins,3680,3540,3440,-0.02824858757062147,-0.06521739130434782,,,,,,,
16,අලගොඩුවා,Frigate tuna,822.5,1210,1130,-0.06611570247933884,0.3738601823708207,,, , ,,,
17,ඇටවල්ලා,Kawakawa,940,1285,1253.33,-0.024645914396887215,0.3333297872340425,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1880,1940,1860,-0.041237113402061855,-0.010638297872340425,,,,, ,,
19,බෝල්ලා,Big eye scade,1060,1280,1215,-0.05078125,0.14622641509433962,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1186.67,1620,1540,-0.04938271604938271,0.2977491636259448,,, ,,, ,
21,හබරලි,Needle fish,1126.67,1310,1210,-0.07633587786259542,0.07396131964106609,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1640,1650,1504,-0.08848484848484849,-0.08292682926829269,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2330,2580,2545,-0.013565891472868217,0.09227467811158799,,,,,,,
24,ලින්නා,Indian Scade,753.33,1077.5,976,-0.09419953596287703,0.295580953898026,,, ,,,,
25,ලේන පරව්,Rainbow runner,890,1066.67,1020,-0.043752988271911715,0.14606741573033707,,,,,,,
26,සුද්දා,Threadfin bream,967.5,1353.33,1320,-0.024628139478176003,0.3643410852713178,,,,,,,
27,සූඩයා,White Sardinella,380,455,380,-0.16483516483516483,0,,,,, ,,
28,දැල්ලා,Cuttle fish,2106.67,2010,1960,-0.024875621890547265,-0.06962172528208029,,,,,,,
29,කකුළුවා,Sea Crabs(L),2766.67,3240,3190,-0.015432098765432098,0.15301065902330235,,,,,,,
30,තිලාපියා,Thilapia (M),,960,960,0,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
