--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:4th week of May 2024,, ,,, ,,,,,
Sinhala Name,,Common Name,4th week of May,3rd week of May,4th week of May,Last week ,Last Year,,, , , ,,,,
1,තෝරා,Seer (L),1800,2085.71,2050,-0.017121268057400135,0.1388888888888889,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1478.57,1175,1250,0.06382978723404255,-0.15458855515802428,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1416.67,1350,1200,-0.1111111111111111,-0.15294316954548345, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1120,1125,950,-0.15555555555555556,-0.15178571428571427,, ,, , , ,,,
5,තලපත්,Sail fish,2378.57,1841.67,1850,0.004523068736527134,-0.22222175508814124,,,,, ,,,,
6,බලයා,Skipjack tuna,1264.293,960.71,1025,0.06691925763237601,-0.18927020872535077, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1742.86,1364.29,1350,-0.010474312646138259,-0.22541110588343294, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,446,542.86,531.25,-0.021386729543528743,0.19114349775784753,,,,,,,,,
9,මෝරා,Sharks,1237.33,1162.5,1100,-0.053763440860215055,-0.11098898434532416,,, ,, , ,,,
10,හුරුල්ලා,Herrings,921.43,792.86,750,-0.054057462855989724,-0.18604777356934327,,,,,,,,,
11,කුම්බලා,Indian Mackerel,1278.57,940,887.5,-0.05585106382978723,-0.30586514621804045,,,,,,,,,
12,කාරල්ලා,Pony fish,416.67,350,350,0,-0.16000671994624047,,,,,,,,,
13,කටුවල්ලා,Katuwalla,600,600,700,0.16666666666666666,0.16666666666666666,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,516.67,540,500,-0.07407407407407407,-0.03226430797220656,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1217.86,1507.14,1550,0.02843796860278401,0.27272428686384326,,,,,,,,,
16, කොප්පරා,Marlins,2700,2278.57,2350,0.031348608995993024,-0.12962962962962962,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),1091.67,712.5,812.5,0.14035087719298245,-0.2557274634275926,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,1357.14,1041.67,1016.67,-0.023999923200245868,-0.2508731597329679,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1500,1450,1275,-0.1206896551724138,-0.15,,,,,,,,,
20,බෝල්ලා,Big eye scade,1250,925,733.33,-0.20721081081081077,-0.413336,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1280,1233.33,1125,-0.0878353725280338,-0.12109375,, ,,, ,,,,
22,හබරලි,Needle fish,1250,1035.21,900,-0.13061118034022084,-0.28,,, ,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1460,1316.67,1287.5,-0.022154374292723364,-0.11815068493150685,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1550,1425,1412.5,-0.008771929824561403,-0.08870967741935484,,, ,,,,,,
25,ලින්නා,Indian Scad(L),1246.43,721.43,818.75,0.13489874277476685,-0.3431239620355736,,, ,,,,,,
26,ලින්නා,Indian Scad(S),1050,579.17,675,0.16546091821054276,-0.35714285714285715,,,,  ,,,,,
27,ලේන පරව්,Rainbow Runner,1280,675,667.75,-0.01074074074074074,-0.4783203125,,,,,,,,,
28,සුද්දා,Threadfin  Bream,1446.67,1142.86,1125,-0.015627460931347585,-0.22235202223036357,,, ,,,,,, 
29,සූඩයා,White Sardinella,395,376.43,308.75,-0.17979438408203385,-0.21835443037974683,,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1571,1585.71,1500,-0.05405149743647958,-0.04519414385741566,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),2100,2312.5,2275,-0.016216216216216217,0.08333333333333333,,,, ,,,,,
32,තිලාපියා,Tilapia (M),700,618.75,500,-0.1919191919191919,-0.2857142857142857,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 4th week of May 2024,,, ,,,,,,
Sinhala Name,,Common Name,Average of 4th  week of  May,Average of 3rd  week of  May,Average of 4th  week of  May,Last week ,Last Year,,, ,,,,,
1,තෝරා,Seer,3395,3945,3993.33,0.012250950570342187,0.1762385861561119,,, ,,,, ,
2,පරව් (ලොකු),Trevally (L),2810,2596.67,3036,0.16918976997462132,0.0804270462633452,, , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2420,2210,2100,-0.049773755656108594,-0.1322314049586777,,, ,,,,,
4,තලපත්,Sail fish,3398.33,2846.67,3100,0.08899169907295187,-0.08778723667213012,,,,,,,,
5,බලයා,Skipjack tuna,1737,1533.33,1770,0.15435033554420777,0.018998272884283247,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2997,2376,2492,0.04882154882154882,-0.16850183516850184,,,, ,,,,
7,සාලයා (මට්ට),Sardinella,732,745,842.5,0.13087248322147652,0.15095628415300547,,,,, ,,, 
8,මෝරා,Shark,2167,2060,1920,-0.06796116504854369,-0.11398246423627134,,,,,,,,
9,හුරුල්ලා,Herrings,1230,1105,1100,-0.004524886877828055,-0.10569105691056911,,,,,,,,
10,කුම්බලා,Indian mackerel,1500,1200,1384,0.15333333333333332,-0.07733333333333334,,,,,,,,
11,කාරල්ලා,Pony fish,,,,, ,,,,,,,,
12,කටුවල්ලා,Katuwalla,,880,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,813,910,,,,,,,,,,,
14,ඉස්සා (M),Prawns (M),1791.67,2095,2105,0.00477326968973747,0.1748815351041207,,,,,,,,
15, කොප්පරා,Marlins,3880,3530,3580,0.014164305949008499,-0.07731958762886598,,,,,,,,
16,අලගොඩුවා,Frigate tuna,1210,995,1090,0.09547738693467336,-0.09917355371900827,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1486.67,1350,1360,0.007407407407407408,-0.08520384483442867,,,,,,,,
18,ඇටිස්සා,Red Bream(L),,1780,1720,-0.033707865168539325,,,,, ,,,,
19,බෝල්ලා,Big eye scade,1492.5,1213.33,1313.33,0.08241780884013418,-0.12004690117252936,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1746.67,1626.67,1706.67,0.04918022708969858,-0.02290071965511516,,,,,,,, 
21,හබරලි,Needle fish,,1320,1490,0.12878787878787878,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1970,1620,1630,0.006172839506172839,-0.17258883248730963,,,,,,,,
23,ජීලාවා,Barracuda,2415,2113.33,,,,,,,,,,,
24,ලින්නා,Indian Scade,1393.33,945,1105,0.1693121693121693,-0.20693590176053048,,,,,,,,
25,ලේන පරව්,Rainbow runner,1520,1180,1313.33,0.11299152542372876,-0.13596710526315794,,,,,,,,
26,සුද්දා,Threadfin bream,1663,1365,,,,,,,,,,,
27,සූඩයා,White Sardinella,460,510,520,0.0196078431372549,0.13043478260869565,,,,,,,,
28,දැල්ලා,Cuttle fish,2125,1993.33,2050,0.02842981342778169,-0.03529411764705882,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2590,2790,,,,,,,,,,,
30,තිලාපියා,Thilapia (M),1190,1120,,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
