Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:3rd week of Dec. 2025,, ,,,, ,,
Sinhala Name,,Common Name,3rd  week of Dec.,2nd  week of Dec.,3rd  week of Dec.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,4080,4326.666666666667,4056,-0.06255778120184906,-0.0058823529411764705,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2386.67,2893.3333333333335,2660,-0.08064516129032263,0.11452358306762138, ,, , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2190,2393.3333333333335,2386.6666666666665,-0.0027855153203343885,0.08980213089802123,,,, ,,,
4,තලපත්,Sail fish,2990,3236,3080,-0.048207663782447466,0.030100334448160536,,, , , , ,
5,බලයා,Skipjack tuna,1173.33,1875,1800,-0.04,0.5340952673161005,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2390,2896,2896.6666666666665,0.00023020257826882428,0.21199442119944206,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,673.33,946.6666666666666,920,-0.028169014084507005,0.3663433977395927,,, , ,, ,
8,මෝරා,Shark,1990,2160,1940,-0.10185185185185185,-0.02512562814070352,,,,,,,
9,හුරුල්ලා,Herrings,1160,1210,1220,0.008264462809917356,0.05172413793103448,,, ,,,,
10,කුම්බලා,Indian mackerel,1120,1033.3333333333333,1050,0.016129032258064592,-0.0625,,, , ,,, 
11,කාරල්ලා,Pony fish,,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,560,,,,,,,,,
13,හාල්මැස්සා,Anchovies,710,660,,,,,,, , ,,
14,ඉස්සා (M),Prawns (M),2330,2180,2275,0.04357798165137615,-0.023605150214592276,,, ,,,,
15, කොප්පරා,Marlins,3590,4040,3840,-0.04950495049504951,0.06963788300835655,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1050,1240,1170,-0.056451612903225805,0.11428571428571428,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1093.33,1440,1250,-0.13194444444444445,0.1432961685858799,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1850,1860,1880,0.010752688172043012,0.016216216216216217,,,,, ,,
19,බෝල්ලා,Big eye scade,1060,950,993.3333333333334,0.045614035087719336,-0.06289308176100625,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,,1250,1313.3333333333333,0.0506666666666666,,,, ,,, ,
21,හබරලි,Needle fish,1106.67,1006.6666666666666,1390,0.380794701986755,-0.10241234213149963,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2340,2530,2025,-0.19960474308300397,-0.1346153846153846,,,,,,,
23,ජීලාවා,Barracuda(L),2290,2980,2540,-0.1476510067114094,0.1091703056768559,,,, ,,,
24,ලින්නා,Indian Scade,926.66,1025,1116,0.08878048780487804,0.20432521097274084,,, ,,,,
25,ලේන පරව්,Rainbow runner,1025,1108,1065,-0.0388086642599278,0.03902439024390244,,,,,,,
26,සුද්දා,Threadfin bream,1095,1370,1410,0.029197080291970802,0.2876712328767123,,,,,,,
27,සූඩයා,White Sardinella,405,480,460,-0.041666666666666664,0.13580246913580246,,,,, ,,
28,දැල්ලා,Cuttle fish,2100,2430,2480,0.0205761316872428,0.18095238095238095,,,,,,,
29,කකුළුවා,Sea Crabs(L),2480,3190,,,,,,,,,,
30,තිලාපියා,Thilapia (M),980,1005,,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
