--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:3rdweek of Oct. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,3rd  week of Oct.,2nd  week of Oct.,3rd  week of Oct.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),1200,1858.3333333333333,1966.6666666666667,0.05829596412556062,0.638888888888889,, , , ,,, , ,
2,පරව් (ලොකු),Trevally (L),950,1007.1428571428571,1200,0.1914893617021277,0.2631578947368421,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),940,1041.6666666666667,1275,0.22399999999999992,0.35638297872340424, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),700,725,975,0.3448275862068966,0.39285714285714285,, , , , , ,,,
5,තලපත්,Sail fish,1592.86,1558.3333333333333,1666.6666666666667,0.0695187165775402,0.04633594080249793,,,,, ,,,,
6,බලයා,Skipjack tuna,596.43,725,740,0.020689655172413793,0.2407155911003807, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,925,958.33,1216.6666666666667,0.269569633285681,0.31531531531531537, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,217.57,268.57142857142856,400,0.48936170212765967,0.8384887622374408,,,,,,,,,
9,මෝරා,Sharks,850,900,1000,0.1111111111111111,0.17647058823529413,,, ,, , ,,,
10,හුරුල්ලා,Herrings,325,550,675,0.22727272727272727,1.0769230769230769,,,,,,,,,
11,කුම්බලා,Indian Mackerel,437.56,564.2857142857143,691.6666666666666,0.2257383966244724,0.5807355943565834,,,,,,,,,
12,කාරල්ලා,Pony fish,325,275,250,-0.09090909090909091,-0.23076923076923078,,,, ,,,,,
13,කටුවල්ලා,Katuwalla,500,341.6666666666667,466.6666666666667,0.36585365853658536,-0.06666666666666662,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,366.67,331.25,500,0.5094339622641509,0.3636239670548449,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1264.29,1550,1575,0.016129032258064516,0.24575848895427477,,,,,,,,,
16, කොප්පරා,Marlins,1778.57,1828.5714285714287,2133.3333333333335,0.16666666666666669,0.19946548819182464,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),533.33,550,600,0.09090909090909091,0.1250070312939455,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,640,637.5,775,0.21568627450980393,0.2109375,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1083.33,1214.2857142857142,1300,0.0705882352941177,0.20000369231905338,,,,,,,,,
20,බෝල්ලා,Big eye scade,363.33,550,662.5,0.20454545454545456,0.8234112239561832,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,800,770.8333333333334,925,0.19999999999999993,0.15625,, ,,, ,,,,
22,හබරලි,Needle fish,710.71,700,816.6666666666666,0.1666666666666666,0.14908565612790953,,, ,, ,,,,
23,හැඩැල්ලා,Indian Anchovies,950,1170.8333333333333,1333.3333333333333,0.1387900355871886,0.4035087719298245,, , , , ,,,,
24,ජීලාවා,Barracuda(L),975,1133.3333333333333,1325,0.1691176470588236,0.358974358974359,,, ,,,,,,
25,ලින්නා,Indian Scad(L),415.71,505,575,0.13861386138613863,0.3831757715715283,,, ,,,,,,
26,ලින්නා,Indian Scad(S),320,433.3333333333333,487.5,0.12500000000000006,0.5234375,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,490.71,521.4285714285714,583.3333333333334,0.11872146118721465,0.18875371060979682,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,628.57,617.8571428571429,716.6666666666666,0.15992292870905575,0.14015410641084775,,, ,,,,,, 
29,සූඩයා,White Sardinella,162.5,197,270,0.37055837563451777,0.6615384615384615, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1450,1507.142857142857,1420,-0.05781990521327012,-0.020689655172413793,,,,, ,,,,
31,කකුළුවා(L),Sea Crabs(L),1733.33,1892.857142857143,2060,0.08830188679245281,-0.036532320002776245,,,, ,,,,,
32,තිලාපියා,Tilapia (M),350,416.6666666666667,500,0.19999999999999996,0.42857142857142855,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,Compared to Average of 3rd week of  Oct. 2024,, ,,,,,,,,
Sinhala Name,,Common Name,Average of 3rd week of  Oct.,Average of 2nd week of  Oct.,Average of 3rd week of  Oct.,Last week ,Last Year,, ,, ,,,,, 
