--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
22,හැඩැල්ලා,Indian Anchovy,783.33,720,1200,0.6666666666666666,0.5319214124315422
23,ජීලාවා,Barracuda,740,587.5,640,0.08936170212765958,-0.13513513513513514
24,ලින්නා,Indian Scade,310,352,359.4,0.021022727272727207,0.15935483870967734
25,ලේන පරව්,Rainbow runner,400,480,410,-0.14583333333333334,0.025
26,සුද්දා,Threadfin bream,452,546.67,500,-0.08537143066200809,0.10619469026548672
27,සූඩයා,White Sardinella,130,150,130,-0.13333333333333333,0
28,දැල්ලා,Cuttle fish,780,870,960,0.10344827586206896,0.23076923076923078
29,කකුළුවා,Sea Crabs,1200,1256.67,1216.67,-0.03183015429667295,0.013891666666666727
30,තිලාපියා,Thilapia (M),­,420,450,0.07142857142857142,­
"* Selected Markets - Wellampitiya,  Battaramulla, Dematagoda,  Nugegoda,  Kirulapana,                     Maharagama  ",,,,,,,
