Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 3rd week of Dec . 2024,, ,,,,,,,
Sinhala Name,,Common Name,Average of 3rd week of  Dce.,Average of 2nd week of  Dce.,Average of 3rd week of  Dce.,Last week ,Last Year,, , ,,,,, 
1,තෝරා,Seer,3993,3640,4080,0.12087912087912088,0.021788129226145755,, , ,, ,,,
2,පරව් (ලොකු),Trevally (L),2530,2236,2386.67,0.0673837209302326,-0.056652173913043447, , ,, ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2210,2086.67,2190,0.04951909022509545,-0.00904977375565611,, ,,,,,,
4,තලපත්,Sail fish,2635,2836,2990,0.054301833568406205,0.1347248576850095,,, ,,,,,
5,බලයා,Skipjack tuna,1252,1065,1173.33,0.10171830985915487,-0.062835463258786,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2090,1993.33,2390,0.19899866053287718,0.14354066985645933,,, ,,,, ,
7,සාලයා (මට්ට),Sardinella,590,630,673.33,0.06877777777777784,0.1412372881355933,,, ,,, ,,
8,මෝරා,Shark,1753,1960,1990,0.015306122448979591,0.1351968054763263,,,,,,,,
9,හුරුල්ලා,Herrings,940,1200,1160,-0.03333333333333333,0.23404255319148937,,,,,,,,
10,කුම්බලා,Indian mackerel,1073,1006.67,1120,0.11257909742020726,0.04380242311276794,,,,,,,,
11,කාරල්ලා,Pony fish,,,,,,,, ,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,820,690,710,0.028985507246376812,-0.13414634146341464,,,,,,,,
14,ඉස්සා (M),Prawns (M),1722,2280,2330,0.021929824561403508,0.3530778164924506,,,,,,,,
15, කොප්පරා,Marlins,3058,3480,3590,0.031609195402298854,0.17396991497710923,,,,,,,,
16,අලගොඩුවා,Frigate tuna,1140,1030,1050,0.019417475728155338,-0.07894736842105263,,,,,,,,
17,ඇටවල්ලා,Kawakawa,1207,1013.33,1093.33,0.07894762811719763,-0.0941756420878211,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1960,1780,1850,0.03932584269662921,-0.05612244897959184,,,,,,,,
19,බෝල්ලා,Big eye scade,1000,945,1060,0.12169312169312169,0.06,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1180,1190,,,,,, ,,, ,,
21,හබරලි,Needle fish,,1095,1106.67,0.01065753424657541,,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1720,2066.67,2340,0.1322562382963898,0.36046511627906974,,,,,,,,
23,ජීලාවා,Barracuda,2302.5,2190,2290,0.045662100456621,-0.0054288816503800215,,,,,,,,
24,ලින්නා,Indian Scade,942,908,926.66,0.02055066079295151,-0.016284501061571158,,,,,,,,
25,ලේන පරව්,Rainbow runner,1120,920,1025,0.11413043478260869,-0.08482142857142858,,,,,,,,
26,සුද්දා,Threadfin bream,1290,1050,1095,0.04285714285714286,-0.1511627906976744,,,,,,,,
27,සූඩයා,White Sardinella,410,380,405,0.06578947368421052,-0.012195121951219513,,,,,,,,
28,දැල්ලා,Cuttle fish,2065,2110,2100,-0.004739336492890996,0.01694915254237288,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2880,2490,2480,-0.004016064257028112,-0.1388888888888889,,,,,,,,
30,තිලාපියා,Thilapia (M),,900,980,0.08888888888888889,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,, ,,,,,, ,,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,, ,,,, ,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
