Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:3rd week of Dec. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,3rd  week of Dec.,2nd  week of Dec.,3rd  week of Dec.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),2200,1783.3333333333333,1870,0.04859813084112154,-0.15,, , , ,,, , ,
2,පරව් (ලොකු),Trevally (L),1321.43,1080,1280,0.18518518518518517,-0.03135239853794757,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1258.33,980,1180,0.20408163265306123,-0.06224917152098411, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),930,733.3333333333334,860,0.17272727272727267,-0.07526881720430108,, , , , , ,,,
5,තලපත්,Sail fish,1625,1708.3333333333333,1814.2857142857142,0.06202090592334496,0.11648351648351644,,,,, ,,,,
6,බලයා,Skipjack tuna,728.57,590,707.1428571428571,0.19854721549636797,-0.02940986158796401, ,, ,, ,,,,
7,කෙළවල්ලා,Yellowfin tuna,1103.57,1070,1316.6666666666667,0.2305295950155764,0.19309755309284124, ,,,, ,,,,
8,සාලයා (මට්ට),Sardinella,389.29,380,369.1666666666667,-0.02850877192982451,-0.05169239727024412,,,,,,,,,
9,මෝරා,Sharks,1103.33,1000,980,-0.02,-0.11177979389665824,,, ,, , ,,,
10,හුරුල්ලා,Herrings,717.86,966.68,863.3333333333334,-0.10690887022247961,0.20264861300717876,,,,,,,,,
11,කුම්බලා,Indian Mackerel,887.5,720,975,0.3541666666666667,0.09859154929577464,,,,,,,,,
12,කාරල්ලා,Pony fish,275,250,229.16666666666666,-0.08333333333333337,-0.1666666666666667,, ,, ,,,,,
13,කටුවල්ලා,Katuwalla,575,483.33,566.6666666666666,0.1724218787715777,-0.014492753623188472,, , ,,, ,,, 
14,හාල්මැස්සා,Anchovy,562.5,333.33,387.5,0.16251162511625122,-0.3111111111111111,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1278.57,1800,1889.2857142857142,0.049603174603174566,0.4776552822964048,,, ,,,,,,
16, කොප්පරා,Marlins,1785.71,2066.6666666666665,2241.6666666666665,0.08467741935483872,0.25533634614056394,, ,,,, ,,,
17,අලගොඩුවා,Frigate tuna(L),945,,700,,-0.25925925925925924,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,1012.5,750,881.25,0.175,-0.12962962962962962,,, , , ,,,,
19,ඇටිස්සා,Red Bream(L),1400,1015,1208.3333333333333,0.1904761904761904,-0.13690476190476195,,,,,,,,,
20,බෝල්ලා,Big eye scade,782.14,675,795.8333333333334,0.1790123456790124,0.017507522097493268,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,933.33,833.3333333333334,1025,0.22999999999999995,0.0982182079221711,, ,,, ,,,,
22,හබරලි,Needle fish,1133.33,816.6666666666666,940,0.15102040816326537,-0.17058579584057595,, , , , ,,,,
23,හැඩැල්ලා,Indian Anchovies,1446.67,1680,1933.3333333333333,0.15079365079365076,0.3364024506855974,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1291.67,1040,1190,0.14423076923076922,-0.07871205493663247,,,,,,,,,
25,ලින්නා,Indian Scad(L),702.86,641.6666666666666,746.4285714285714,0.16326530612244908,0.06198755289612644,,,,,,,,,
26,ලින්නා,Indian Scad(S),578.3,616.6666666666666,525,-0.1486486486486486,-0.0921666954867715,,,,,,,, ,
27,ලේන පරව්,Rainbow Runner,725,608.3333333333334,691.6666666666666,0.13698630136986287,-0.04597701149425293,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,1080,762.5,960,0.25901639344262295,-0.1111111111111111,,, ,,,,,, 
29,සූඩයා,White Sardinella,249.17,231.25,254.16666666666666,0.09909909909909906,0.02005324343487045, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1671.43,1750,1632.142857142857,-0.06734693877551022,-0.023505108115292266,,,,, ,,,,
31,කකුළුවා(L),Sea Crabs(L),2200,2033.3333333333333,1758.3333333333333,-0.13524590163934427,-0.2007575757575758,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,,,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
