Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 4th week March 2019, compared to:",
Sinhala Name,,Common Name,4th week March,3rd week March,4th week March,Last week ,Last Year
1,තෝරා,Seer (Nl),930,1083.33,1117.86,0.03187394422752068,0.2019999999999999
2,පරව් (ලොකු),Trevally (L),404,480,478.57,-0.0029791666666666807,0.18457920792079205
3,ගල්මාළු (ලොකු),Rock fish (L),450,400,375,-0.0625,-0.16666666666666666
4,තලපත්,Sail fish,592,625,583.33,-0.06667199999999994,-0.0146452702702702
5,බලයා,Skipjack tuna,266,248.33,276.43,0.1131558812869971,0.0392105263157895
6,කෙළවල්ලා,Yellowfin tuna,536,501.67,466.67,-0.06976697829250304,-0.1293470149253731
7,සාලයා (මට්ට),Sardinella,137,133.33,150,0.12502812570314248,0.0948905109489051
8,මෝරා,Sharks,550,600,600,0,0.09090909090909091
9,හුරුල්ලා,Herrings,296,259.17,306.67,0.18327738549986494,0.03604729729729735
10,කුම්බලා,Indian Mackerel,318,421.67,416.67,-0.011857613773804159,0.3102830188679246
11,කාරල්ලා,Pony fish,114,233.33,150,-0.35713367333819057,0.3157894736842105
12,කටුවල්ලා,Katuwalla,233,207,230,0.1111111111111111,-0.012875536480686695
13,හාල්මැස්සා,Anchovy,255,252.5,306,0.21188118811881188,0.2
14,ඉස්සා (M),"Prawns (M) 3""",712,788.33,797.14,0.011175522940900314,0.11957865168539324
15, කොප්පරා,Marlins,722,720,672,-0.06666666666666667,-0.06925207756232687
16,අලගොඩුවා,Frigate tuna,275,227.5,351.67,0.5458021978021979,0.27880000000000005
17,ඇටවල්ලා,Atawalla,290,306,364,0.1895424836601307,0.25517241379310346
18,ඇටිස්සා,Red Bream,610,540,586,0.08518518518518518,-0.03934426229508197
19,බෝල්ලා,Big eye scade,314,361,455,0.26038781163434904,0.44904458598726116
20,ගින්නටි පරව්,Ginnati Paraw,550,550,540,-0.01818181818181818,-0.01818181818181818
21,හබරලි,Needle fish,428,385,525,0.36363636363636365,0.2266355140186916
22,හැඩැල්ලා,Indian Anchovies,1000,850,837.5,-0.014705882352941176,-0.1625
23,ජීලාවා,Barracuda,450,444,528.75,0.19087837837837837,0.175
24,ලින්නා,Indian Scad,171,217.5,232.14,0.06731034482758615,0.3575438596491227
25,ලේන පරව්,Rainbow Runner,277,320,293.75,-0.08203125,0.06046931407942238
26,සුද්දා,Threadfin  Bream,422,380,410,0.07894736842105263,-0.02843601895734597
27,සූඩයා,White Sardinella,68,86.25,112,0.2985507246376812,0.6470588235294118
28,දැල්ලා,Squids /Cuttle fish,950,660,667.86,0.01190909090909093,-0.2969894736842105
29,කකුළුවා,Sea Crabs,450,560,582.86,0.0408214285714286,0.2952444444444445
30,තිලාපියා,Tilapia (M),325,361.67,384.29,0.06254320236679847,0.18243076923076929
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,
