Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2024,2025,,% Change   compared to:1st week of March 2025,, ,,,,,,,
Sinhala Name,,Common Name, ,4th week of Feb.,1st week of March.,Last week ,Last Year,, , ,,,,, 
1,තෝරා,Seer,3595,2920,3100,0.06164383561643835,-0.1376912378303199,, , ,, ,,,
2,පරව් (ලොකු),Trevally (L),2296,2046.67,2106.67,0.029315913166265202,-0.08246080139372819, , , , ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2180,2010,2280,0.13432835820895522,0.045871559633027525,, ,,,,,,
4,තලපත්,Sail fish,2670,2296.67,2513.33,0.09433658296577212,-0.05867790262172287,,, ,,,,,
5,බලයා,Skipjack tuna,1185,1097.5,1180,0.07517084282460136,-0.004219409282700422,,,, ,,,,
6,කෙළවල්ලා,Yellowfin tuna,2220,1945,2120,0.08997429305912596,-0.04504504504504504,,, ,, ,, ,
7,සාලයා (මට්ට),Sardinella,533.33,525,653.33,0.24443809523809532,0.2250014062587891,,, ,,, ,,
8,මෝරා,Shark,1835,1980,2010,0.015151515151515152,0.09536784741144415,,,,,,,,
9,හුරුල්ලා,Herrings,983.33,1190,1230,0.03361344537815126,0.2508516978023654,, ,,,,,,
10,කුම්බලා,Indian mackerel,990,920,1020,0.10869565217391304,0.030303030303030304,,,,,,,,
11,කාරල්ලා,Pony fish,480,,420,,-0.125,,, ,,,,,
12,කටුවල්ලා,Katuwalla,860,,720,,-0.16279069767441862,, ,,,,,,
13,හාල්මැස්සා,Anchovies,842.5,550,566.67,0.030309090909090834,-0.32739465875370927,,,, ,,,,
14,ඉස්සා (M),Prawns (M),1976,2280,2275,-0.0021929824561403508,0.1513157894736842,,,,,,,,
15, කොප්පරා,Marlins,3206.67,2690,2690,0,-0.16112353313562047,,,,,,,,
16,අලගොඩුවා,Frigate tuna,920,865,970,0.12138728323699421,0.05434782608695652,,, ,,,,,
17,ඇටවල්ලා,Kawakawa,1095,885,1066.67,0.20527683615819217,-0.025872146118721396,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1805,1620,1720,0.06172839506172839,-0.04709141274238227,,,,,,,,
19,බෝල්ලා,Big eye scade,996.67,1110,1133.33,0.02101801801801795,0.13711659827224656,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1260,990,1280,0.29292929292929293,0.015873015873015872,,, ,,, ,,
