Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2025,,2026,% Change   compared to:1st week of Jan. 2026,, ,,,, ,,
Sinhala Name,,Common Name,1st  week of Jan.,4th  week of Dec.,1st  week of Jan.,Last week ,Last Year,,, ,, ,,
1,තෝරා,Seer,4106.67,3782.5,3844,0.016259087904824852,-0.06396179873230624,,, , , ,,
2,පරව් (ලොකු),Trevally (L),2260,2570,2620,0.019455252918287938,0.1592920353982301, ,, , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2270,2490,2290,-0.08032128514056225,0.00881057268722467,,,, ,,,
4,තලපත්,Sail fish,2845,3130,3113.3333333333335,-0.005324813631522848,0.0943175161101348,,, , , , ,
5,බලයා,Skipjack tuna,1106.67,1866.6666666666667,1760,-0.05714285714285718,0.5903566555522423,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2016.67,2916,2863.3333333333335,-0.01806127114769085,0.4198323639134481,,, , , ,, 
7,සාලයා (මට්ට),Sardinella,640,926.6666666666666,933.3333333333334,0.007194244604316629,0.45833333333333337,,, , ,, ,
8,මෝරා,Shark,1990,,1990,,,,,,,,,
9,හුරුල්ලා,Herrings,1173.33,1325,1214,-0.08377358490566038,0.03466203028985884,,, ,,,,
10,කුම්බලා,Indian mackerel,1085,1202.5,1210,0.006237006237006237,0.1152073732718894,,, , ,,, 
11,කාරල්ලා,Pony fish,,,,,,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,720,,,,,,,,,
13,හාල්මැස්සා,Anchovies,,800,760,-0.05,,,,, , ,,
14,ඉස්සා (M),Prawns (M),2448,2266.6666666666665,2550,0.12500000000000008,0.041666666666666664,,, ,,,,
15, කොප්පරා,Marlins,3320,3820,3740,-0.020942408376963352,0.12650602409638553,,,,,, ,
16,අලගොඩුවා,Frigate tuna,1100,1206.67,1260,0.0441960105082582,0.14545454545454545,,, , ,,,
17,ඇටවල්ලා,Kawakawa,1086.67,1215,1250,0.02880658436213992,0.15030321992877316,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1860,1910,1860,-0.02617801047120419,0,,,,, ,,
19,බෝල්ලා,Big eye scade,,1010,1100,0.0891089108910891,,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,1160,1350,,-1,-1,,, ,,, ,
21,හබරලි,Needle fish,1120,1395,1330,-0.04659498207885305,-0.017857142857142856,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,2233.33,2140,1833.3333333333333,-0.1433021806853583,-0.17910325239291403,,,,,,,
23,ජීලාවා,Barracuda(L),2255,2530,2560,0.011857707509881422,0.1352549889135255,,,, ,,,
24,ලින්නා,Indian Scade,1013.33,1100,1036,-0.05818181818181818,0.02237178411771087,,, ,,, ,
25,ලේන පරව්,Rainbow runner,893.33,1080,1080,0,0.208959734924384,,,,,,,
26,සුද්දා,Threadfin bream,1215,1480,1313.3333333333333,-0.11261261261261267,0.08093278463648827,,,,,,,
27,සූඩයා,White Sardinella,390,460,485,0.05434782608695652,0.24358974358974358,,,,, ,,
28,දැල්ලා,Cuttle fish,2150,2483.33,2410,-0.02952889869650829,0.12093023255813953,, ,,,,,
29,කකුළුවා,Sea Crabs(L),2520,3190,3140,-0.01567398119122257,0.24603174603174602,,,,,,,
30,තිලාපියා,Thilapia (M),993.33,,940,,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,, , ,,,, ,,
