Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2021,2022,,"% Change 2nd week of December 2022, compared to:",
Sinhala Name,,Common Name,Average of December 2nd week,Average of December 1st week,Average of December 2nd week,Last week ,Last Year
1,තෝරා,Seer,2316.67,2940,3166.67,0.07709863945578234,0.3669059468979181
2,පරව් (ලොකු),Trevally (L),1570,2084,2350,0.1276391554702495,0.4968152866242038
3,ගල්මාළු (ලොකු),Rock Fish (L),1265,1852.5,2193.33,0.18398380566801614,0.7338577075098813
4,තලපත්,Sail fish,2060,2733.33,2695,-0.014023187833155868,0.308252427184466
5,බලයා,Skipjack tuna,856,1073.33,1293.33,0.2049695806508716,0.5108995327102803
6,කෙළවල්ලා,Yellowfin tuna,1477.5,2076.66,2090,0.006423776641337603,0.41455160744500846
7,සාලයා (මට්ට),Sardinella,320,550,590,0.07272727272727272,0.84375
8,මෝරා,Shark,1140,1590,1740,0.09433962264150944,0.5263157894736842
9,හුරුල්ලා,Herrings,588,815,868,0.06503067484662577,0.47619047619047616
10,කුම්බලා,Indian mackerel,616.67,860,970,0.12790697674418605,0.5729644704623219
11,කාරල්ලා,Pony fish,260,,620,,1.3846153846153846
12,කටුවල්ලා,Katuwalla,,,,,
13,හාල්මැස්සා,Anchovies,520,647.5,653.33,0.009003861003861068,0.25640384615384626
14,ඉස්සා (M),Prawns (M),1245,1738.33,1755,0.009589663642691591,0.40963855421686746
15, කොප්පරා,Marlins,2140,3253.33,3140,-0.03483507667528346,0.4672897196261682
16,අලගොඩුවා,Frigate tuna,590,706.66,1040,0.4717119972829933,0.7627118644067796
17,ඇටවල්ලා,Kawakawa,645,720,1080,0.5,0.6744186046511628
18,ඇටිස්සා,Red Bream,,,,,
19,බෝල්ලා,Big eye scade,650,830,990,0.1927710843373494,0.5230769230769231
20,ගින්නටි පරව්,Ginnati paraw,780,1200,1370,0.14166666666666666,0.7564102564102564
21,හබරලි,Needle fish,,906.66,,,
22,හැඩැල්ලා,Indian Anchovy,1300,1353.33,1493.33,0.10344853066140558,0.14871538461538455
23,ජීලාවා,Barracuda,1070,1590,2027.5,0.2751572327044025,0.8948598130841121
24,ලින්නා,Indian Scade,570,796,1030,0.29396984924623115,0.8070175438596491
25,ලේන පරව්,Rainbow runner,640,853.33,1160,0.3593803100793362,0.8125
