Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2025,2026,,% Change   compared to:3rd week of Feb. 2026,, , ,, , ,,,,
Sinhala Name,,Common Name,3rd  week of Feb.,2nd  week of Feb.,3rd  week of Feb.,Last week ,Last Year,, ,, , ,,,,
1,තෝරා,Seer (Ni-L),1450,2690,2500,-0.07063197026022305,0.7241379310344828,, , , ,, , , ,
2,පරව් (ලොකු),Trevally (L),1100,1291.6666666666667,1308.3333333333333,0.012903225806451495,0.18939393939393934,  , , ,  , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1050,1540,1508.3333333333333,-0.020562770562770612,0.43650793650793646, , , , , , ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),779.1666666666666,1300,1200,-0.07692307692307693,0.5401069518716578,, , , , , ,, ,
5,තලපත්,Sail fish,1442.857142857143,1983.3333333333333,1864.2857142857142,-0.060024009603841535,0.292079207920792,, , , , ,,,,
6,බලයා,Skipjack tuna,555,1021.4285714285714,921.4285714285714,-0.0979020979020979,0.6602316602316602, , , , , , ,,,
7,කෙළවල්ලා,Yellowfin tuna,908.3333333333334,1341.6666666666667,1250,-0.06832298136645969,0.37614678899082565, , , , , ,,,,
8,සාලයා (මට්ට),Sardinella,289.2857142857143,445.8333333333333,450,0.009345794392523407,0.5555555555555556,,, , , , ,,,
9,මෝරා,Sharks,925,1100,1300,0.18181818181818182,0.40540540540540543,,, , , , ,,,
10,හුරුල්ලා,Herrings,720,989.2857142857143,1110,0.12202166064981944,0.5416666666666666,, ,, ,,, ,,
11,කුම්බලා,Indian Mackerel,691.6666666666666,1164.2857142857142,1292.857142857143,0.11042944785276082,0.8691910499139416,,,,,,,,,
12,කාරල්ලා,Pony fish,210,260,271.6666666666667,0.04487179487179494,0.2936507936507937,, , , ,, , ,,
13,කටුවල්ලා,Katuwalla,391.6666666666667,550,633.3333333333334,0.15151515151515157,0.6170212765957447,, , , ,, ,,, 
14,හාල්මැස්සා,Anchovy,295.8333333333333,464.2857142857143,412.5,-0.11153846153846152,0.3943661971830987,,, , , , ,,,
15,ඉස්සා (M),"Prawns (M) 3""",2078.5714285714284,2585.714285714286,2360,-0.08729281767955803,0.1353951890034365,, , , ,,,,,
16, කොප්පරා,Marlins,1582.14,2278.5714285714284,2150,-0.0564263322884012,0.35891893258497976,, , , ,, ,,,
17,අලගොඩුවා,Frigate tuna(L),387.5,1125,770,-0.31555555555555553,0.9870967741935484,,, ,,,,,,
18,ඇටවල්ලා,Kawakawa,495,1066.6666666666667,1010.7142857142857,-0.052455357142857255,1.0418470418470418,,, , , , , ,,
19,ඇටිස්සා,Red Bream(L),1100,1550,1541.6666666666667,-0.005376344086021456,0.4015151515151516,,,,,,,,,
20,බෝල්ලා,Big eye scade,690,1141.6666666666667,1083.3333333333333,-0.05109489051094904,0.5700483091787438,,, , , ,,,,
21,ගින්නටි පරව්,Ginnati Paraw,800,1312.5,1350,0.02857142857142857,0.6875,, , ,, , ,,,
22,හබරලි,Needle fish,707.1428571428571,1257.142857142857,1128.5714285714287,-0.10227272727272717,0.5959595959595961, , , , , , ,,,
23,හැඩැල්ලා,Indian Anchovies,1685.7142857142858,2150,1957.142857142857,-0.08970099667774088,0.1610169491525423,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1005,1433.3333333333333,1414.2857142857142,-0.013289036544850492,0.4072494669509594,, , , , , ,,,
25,ලින්නා,Indian Scad(L),679.17,1042.857142857143,1025,-0.017123287671232907,0.5091950468954755,, , ,,,,,,
26,ලින්නා,Indian Scad(S),555,775,878.5714285714286,0.13364055299539168,0.583011583011583,,,, ,,,, ,
27,ලේන පරව්,Rainbow Runner,558.3333333333334,875,921.4285714285714,0.05306122448979594,0.650319829424307,,, , , , ,,,
28,සුද්දා,Threadfin  Bream,729.1666666666666,1366.6666666666667,1325,-0.030487804878048835,0.8171428571428573,,, ,, ,,,, 
29,සූඩයා,White Sardinella,199.16666666666666,343.75,316.6666666666667,-0.07878787878787873,0.589958158995816, ,, ,,, , ,,
30,දැල්ලා,Squids /Cuttle fish(Peeli),1700,1833.3333333333333,2085.714285714286,0.13766233766233774,0.22689075630252103,,, , , , ,,,
31,කකුළුවා(L),Sea Crabs(L),1987.5,2442.8571428571427,2820,0.1543859649122808,0.4188679245283019,, ,, ,,,,,
32,තිලාපියා,Tilapia (M),562.5,400,,,,,,,, ,,, ,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,, ,,,,,
,,,,,,,,, , ,,,,,,
,,,,,,,,, ,,,,,,,
,,,,,,,,,,, ,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,, ,,,,
