Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
Variety,,,2024,2025,,% Change   compared to:1st week of Sep. 2025,, ,,,, ,,
Sinhala Name,,Common Name,1st  week of Sep,4th  week of Aug,1st  week of Sep,Last week ,Last Year,, , ,,,,
1,තෝරා,Seer,3693.33,4426.67,4600,0.03915584400915359,0.2454884887080223,, , ,, ,,
2,පරව් (ලොකු),Trevally (L),2340,2340,2670,0.14102564102564102,0.14102564102564102, , , , ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2240,2390,2450,0.02510460251046025,0.09375,, ,, ,,,
4,තලපත්,Sail fish,3072,3035,3050,0.004942339373970346,-0.007161458333333333,,, , , ,,
5,බලයා,Skipjack tuna,1406.66,1860,1950,0.04838709677419355,0.3862624941350432,,,, ,,,
6,කෙළවල්ලා,Yellowfin tuna,2496.66,2736,2776,0.014619883040935672,0.11188547899994399,,, ,, ,, 
7,සාලයා (මට්ට),Sardinella,552,628,650,0.03503184713375796,0.17753623188405798,,, , ,, ,
8,මෝරා,Shark,1750,1990,1990,0,0.13714285714285715,,,,,,,
9,හුරුල්ලා,Herrings,985,1240,1230,-0.008064516129032258,0.24873096446700507,, ,,,,,
10,කුම්බලා,Indian mackerel,933.33,1446.67,1455,0.005758051248729791,0.5589341390504965,,,,,,, 
11,කාරල්ලා,Pony fish,466.66,420,410,-0.023809523809523808,-0.12141602022886046,,, ,, ,,
12,කටුවල්ලා,Katuwalla,,,,,,, ,,,,,
13,හාල්මැස්සා,Anchovies,880,,760,,-0.13636363636363635,,,, , ,,
14,ඉස්සා (M),Prawns (M),2093.33,2182.5,2350,0.07674684994272624,0.12261325256887355,, , ,,,,
15, කොප්පරා,Marlins,3580,3410,3440,0.008797653958944282,-0.03910614525139665,,,,,,,
16,අලගොඩුවා,Frigate tuna,880,1190,1260,0.058823529411764705,0.4318181818181818,,, , ,,,
17,ඇටවල්ලා,Kawakawa,930,1280,1326.67,0.036460937500000054,0.4265268817204302,,, , ,,,
18,ඇටිස්සා,Red Bream(L),1906.66,1920,1960,0.020833333333333332,0.027975622292385594,,,,, ,,
19,බෝල්ලා,Big eye scade,970,1380,1390,0.007246376811594203,0.4329896907216495,,,,, ,,
20,ගින්නටි පරව්,Ginnati paraw,,1660,1610,-0.030120481927710843,,,, ,,, ,
21,හබරලි,Needle fish,1225,1385,1420,0.02527075812274368,0.15918367346938775,,, ,,,,
22,හැඩැල්ලා,Indian Anchovy,1510,1606.67,1725,0.07364922479413938,0.1423841059602649,,                                                                                                                                                                                                                                                                                                                                     ,,,,,
23,ජීලාවා,Barracuda(L),2480,2640,2680,0.015151515151515152,0.08064516129032258,,,,,,,
24,ලින්නා,Indian Scade,678,928.75,1145,0.23283983849259757,0.6887905604719764,,, ,,,,
25,ලේන පරව්,Rainbow runner,895,1050,1200,0.14285714285714285,0.3407821229050279,,,,,,,
26,සුද්දා,Threadfin bream,993.33,1344,1266.67,-0.05753720238095233,0.27517542005174517,,,,,,,
27,සූඩයා,White Sardinella,365,420,446,0.06190476190476191,0.2219178082191781,,,,, ,,
28,දැල්ලා,Cuttle fish,2010,2050,2150,0.04878048780487805,0.06965174129353234,,,,,,,
29,කකුළුවා,Sea Crabs(L),2753.33,3096.67,3133.33,0.011838523316982388,0.13801469493304472,,,,,,,
30,තිලාපියා,Thilapia (M),980,920,980,0.06521739130434782,0,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,
,,,,,,,, ,,,, ,,
