Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 4th week of November 2021, compared to:",,
Sinhala Name,,Common Name,November 3rd  week average,November 3rd  week average,November 3rd  week average,November 4th  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1550,1600,2635,2400,-0.08918406072106262,0.5,0.5483870967741935
2,පරව් (ලොකු),Trevally (L),1010,1140,1620,1680,0.037037037037037035,0.47368421052631576,0.6633663366336634
3,ගල්මාළු (ලොකු),Rock Fish (L),850,1140,1380,1380,0,0.21052631578947367,0.6235294117647059
4,තලපත්,Sail fish,1145.83,1220,1782.5,1970,0.10518934081346423,0.6147540983606558,0.7192777288079385
5,බලයා,Skipjack tuna,805,658.59,920,930,0.010869565217391304,0.4121076845989158,0.15527950310559005
6,කෙළවල්ලා,Yellowfin tuna,1004,930,1480,1590,0.07432432432432433,0.7096774193548387,0.5836653386454184
7,සාලයා (මට්ට),Sardinella,264,280,326.67,333.33,0.020387547065846168,0.19046428571428567,0.2626136363636363
8,මෝරා,Shark,800,880,,,,,
9,හුරුල්ලා,Herrings,500,450,610,604,-0.009836065573770493,0.3422222222222222,0.208
10,කුම්බලා,Indian mackerel,440,440,640,610,-0.046875,0.38636363636363635,0.38636363636363635
11,කාරල්ලා,Pony fish,210,,,,,,
12,කටුවල්ලා,Katuwalla,220,,,,,,
13,හාල්මැස්සා,Anchovies,350,300,,,,,
14,ඉස්සා (M),Prawns (M),1360,1120,1273,1266.67,-0.004972505891594601,0.13095535714285722,-0.06862499999999995
15, කොප්පරා,Marlins,1050,880,1900,2080,0.09473684210526316,1.3636363636363635,0.9809523809523809
16,අලගොඩුවා,Frigate tuna,400,450,,640,,,
17,ඇටවල්ලා,Kawakawa,480,400,,700,,,
18,ඇටිස්සා,Red Bream,724.67,700,,,,,
19,බෝල්ලා,Big eye scade,423.33,380,600,720,0.2,0.8947368421052632,0.7008007937070371
20,ගින්නටි පරව්,Ginnati paraw,683.33,494.1,980,980,0,0.9834041691965189,0.43415333733335276
21,හබරලි,Needle fish,620,430.4,,,,,
22,හැඩැල්ලා,Indian Anchovy,1120,,1275,1180,-0.07450980392156863,,
23,ජීලාවා,Barracuda,660,640.17,1220,1200,-0.01639344262295082,0.8745020853835701,0.8181818181818182
24,ලින්නා,Indian Scade,368.33,400,615,634,0.030894308943089432,0.585,0.7212825455433987
25,ලේන පරව්,Rainbow runner,506.67,423.98,700,680,-0.02857142857142857,0.6038492381716118,0.34209643357609487
26,සුද්දා,Threadfin bream,519.6,495,,573.33,,,
27,සූඩයා,White Sardinella,200,180,,,,,
28,දැල්ලා,Cuttle fish,1050,700,1250,1280,0.024,0.8285714285714286,
29,කකුළුවා,Sea Crabs(L),1125,,1700,,,,
30,තිලාපියා,Thilapia (M),450,450,,680,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
