Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2024.0,2025,,% Change   compared to:4thweek of Jan. 2025,, ,,,,,,,
Sinhala Name,,Common Name,,3rd  week of Jan.,4th  week of Jan.,Last week ,Last Year,, , ,,,,, 
1,තෝරා,Seer,3365.0,3962.5,3965,0.0006309148264984228,0.17830609212481427,, , ,, ,,,
2,පරව් (ලොකු),Trevally (L),2210.0,2386.67,2416,0.012289088981719268,0.09321266968325792, , ,, ,,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2040.0,2493.33,2380,-0.045453269322552545,0.16666666666666666,, ,,,,,,
4,තලපත්,Sail fish,2883.0,2913.33,2920,0.0022894763037486564,0.012833853624696497,,, ,,,,,
5,බලයා,Skipjack tuna,1093.0,1360,1333.33,-0.01961029411764711,0.2198810612991765,,,,,,,,
6,කෙළවල්ලා,Yellowfin tuna,1913.0,2346.67,2413.33,0.028406209650270322,0.26154208050182953,,, ,,,, ,
7,සාලයා (මට්ට),Sardinella,535.0,620,535,-0.13709677419354838,0,,, ,,, ,,
8,මෝරා,Shark,1720.0,1965,2150,0.09414758269720101,0.25,,,,,,,,
9,හුරුල්ලා,Herrings,875.0,1280,1330,0.0390625,0.52,,,,,,,,
10,කුම්බලා,Indian mackerel,970.0,1020,1206.67,0.1830098039215687,0.24398969072164955,,,,,,,,
11,කාරල්ලා,Pony fish,,,,,,,, ,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,900.0,,733.33,,-0.18518888888888885,,,,,,,,
14,ඉස්සා (M),Prawns (M),1883.0,2466.67,2496,0.011890524472264196,0.32554434413170474,,,,,,,,
15, කොප්පරා,Marlins,3480.0,3473.33,3540,0.019194836079497218,0.017241379310344827,,,,,,,,
16,අලගොඩුවා,Frigate tuna,933.0,1063.33,1083.33,0.018808836391336653,0.16112540192926036,,, ,,,,,
17,ඇටවල්ලා,Kawakawa,1030.0,1110,1126.67,0.015018018018018083,0.09385436893203891,,,,,,,,
18,ඇටිස්සා,Red Bream(L),1713.0,1880,1890,0.005319148936170213,0.10332749562171628,,,,,,,,
19,බෝල්ලා,Big eye scade,935.0,1320,1335,0.011363636363636364,0.42780748663101603,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1190.0,1250,,,,,, ,,, ,,
21,හබරලි,Needle fish,1390.0,1195,1300,0.08786610878661087,-0.06474820143884892,,,,,,,,
22,හැඩැල්ලා,Indian Anchovy,1620.0,2150,2162.5,0.005813953488372093,0.33487654320987653,,,,,,,,
23,ජීලාවා,Barracuda,2060.0,2440,2226.67,-0.08743032786885242,0.0809077669902913,,,,,,,,
24,ලින්නා,Indian Scade,793.0,976.67,991.67,0.01535830935730595,0.25052963430012604,,, ,,,,,
25,ලේන පරව්,Rainbow runner,990.0,933.33,1060,0.13571834185122084,0.0707070707070707,,,,,,,,
