Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:4th week of Feb.2024,, ,,,,,,,,
Sinhala Name,,Common Name,4th week of Feb.,3rd week of Feb.,4th week of Feb.,Last week ,Last Year,,, , , ,,,,
1,තෝරා,Seer (L),1600,2150,1858.33,-0.1356604651162791,0.16145624999999997,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),916.67,1214.29,1100,-0.0941208442793731,0.19999563637950413,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1025,1166.67,1025,-0.12143108162548112,0, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),833.33,920,716.67,-0.22101086956521743,-0.13999255997023996,, ,, , , ,,,
5,තලපත්,Sail fish,1178.57,1778.57,1733.33,-0.025436165008967886,0.47070602509821224,,,,, ,,,,
6,බලයා,Skipjack tuna,597.86,639.29,541.67,-0.15270065228612995,-0.09398521392968262, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1058.33,1321.43,1041.67,-0.21171004139454982,-0.01574178186387975, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,316,367.86,313,-0.14913282226934163,-0.00949367088607595,,,,,,,,,
9,මෝරා,Sharks,,900,808.33,-0.1018555555555555,,,, ,, , ,,,
10,හුරුල්ලා,Herrings,721.43,728.57,591.67,-0.1879023292202535,-0.1798649903663557,,,,,,,,,
11,කුම්බලා,Indian Mackerel,745.83,839.29,616.67,-0.2652480072442183,-0.17317619296622563,,,,,,,,,
12,කාරල්ලා,Pony fish,308.33,339.29,250,-0.26316720209849986,-0.18918042357214668,,,,,,,,,
13,කටුවල්ලා,Katuwalla,500,590,450,-0.23728813559322035,-0.1,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,478.57,450,416.67,-0.07406666666666663,-0.12934366968259603,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1342.86,1485.71,1541.67,0.037665493265845985,0.14804968500067034,,,,,,,,,
16, කොප්පරා,Marlins,1333.33,1964.29,2016.67,0.026666123637548483,0.5125062812657033,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),675,712.5,500,-0.2982456140350877,-0.25925925925925924,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,787.5,825,650,-0.21212121212121213,-0.1746031746031746,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1000,1271.43,1066.67,-0.16104701005953925,0.06667000000000008,,,,,,,,,
20,බෝල්ලා,Big eye scade,667.5,765,650,-0.1503267973856209,-0.026217228464419477,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,970,1120,975,-0.12946428571428573,0.005154639175257732,, ,,, ,,,,
22,හබරලි,Needle fish,806,1025,775,-0.24390243902439024,-0.038461538461538464,,,,,,,,,
23,හැඩැල්ලා,Indian Anchovies,1100,1428.57,1250,-0.12499912499912497,0.13636363636363635,, , ,,,,,,
24,ජීලාවා,Barracuda(L),950,1187.5,1066.67,-0.10175157894736836,0.12281052631578955,,, ,,,,,,
25,ලින්නා,Indian Scad(L),671.43,689.29,565,-0.18031597730998558,-0.15851242869696017,,, ,,,,,,
26,ලින්නා,Indian Scad(S),512.5,585,455,-0.2222222222222222,-0.11219512195121951,,,,  ,,,,,
27,ලේන පරව්,Rainbow Runner,678.57,733.33,616.67,-0.15908254128427868,-0.09122124467630471,,,,,,,,,
28,සුද්දා,Threadfin  Bream,810,1000,750,-0.25,-0.07407407407407407,,, ,,,,,, 
29,සූඩයා,White Sardinella,257.14,260,218,-0.16153846153846155,-0.15221280236447068,,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1375,1628.57,1400,-0.14035012311414305,0.01818181818181818,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),1583.33,2085.71,1933.33,-0.0730590542309334,0.22105309695388833,,,, ,,,,,
32,තිලාපියා,Tilapia (M),500,350,,,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
